,X,Y
77,"[0.5667999982833862, -0.9155793190002441, -0.2883697748184204, -0.41941314935684204, -0.681638240814209, 0.25731921195983887, -0.020025312900543213, 1.0, -0.959004819393158, -0.08293060213327408, -0.0815485417842865, -0.007123390678316355, -0.06814789026975632, -0.0031606764532625675, 0.19402062892913818, -0.078523650765419, 0.014378063380718231, 0.001711976365186274, -0.04964473843574524, -0.06905381381511688, -0.0031630992889404297, 0.10841123759746552, 0.4552918076515198]","[0.016229692846536636, -0.12945863604545593, -0.08980827033519745, -0.1279071569442749, -0.08689820766448975, -0.2735592722892761, -0.18155325949192047, 0.20548588037490845, -1.0]"
78,"[0.5645344257354736, -0.9199774861335754, -0.28862255811691284, -0.42416226863861084, -0.6772719025611877, 0.26484549045562744, -0.026635169982910156, 1.0, -0.9552698135375977, -0.08205894380807877, -0.08096721023321152, -0.011000470258295536, -0.0631803423166275, -0.005720761604607105, 0.21994327008724213, -0.08014170080423355, 0.007653722073882818, 0.0009996331064030528, -0.0490034818649292, -0.06950482726097107, -0.0027666091918945312, 0.1120476946234703, 0.45985373854637146]","[-0.0328642763197422, -0.1344640702009201, -0.134199857711792, -0.14410865306854248, -0.1310792863368988, -0.27928778529167175, -0.14790940284729004, 0.3294348120689392, -1.0]"
79,"[0.562248706817627, -0.9243124723434448, -0.2890353798866272, -0.4287724494934082, -0.6726722717285156, 0.2732425928115845, -0.03321409225463867, 1.0, -0.9525372982025146, -0.08412627875804901, -0.08071868121623993, -0.015625271946191788, -0.06069236993789673, -0.00031692683114670217, 0.24311959743499756, -0.07579515129327774, 0.0026622191071510315, 0.0007582729449495673, -0.04830405116081238, -0.06994570791721344, -0.002418696880340576, 0.11577968299388885, 0.4677365720272064]","[-0.029775384813547134, -0.12935133278369904, -0.191955104470253, -0.16749624907970428, -0.2196287214756012, -0.2666562497615814, -0.13929983973503113, 0.43841463327407837, -1.0]"
80,"[0.559888482093811, -0.9285777807235718, -0.28966355323791504, -0.43334877490997314, -0.6673067212104797, 0.28251397609710693, -0.03973442316055298, 1.0, -0.9498505592346191, -0.08789542317390442, -0.08368365466594696, -0.017782537266612053, -0.05827732011675835, 0.02417926862835884, 0.2610018849372864, -0.058134209364652634, 0.010687530972063541, 0.0020882361568510532, -0.04747256636619568, -0.07034116238355637, -0.001956343650817871, 0.11963649094104767, 0.46669822931289673]","[0.12046906352043152, -0.11321453750133514, -0.19432970881462097, -0.22900930047035217, -0.30846601724624634, -0.29976242780685425, -0.13483667373657227, 0.420646071434021, -1.0]"
81,"[0.5575196743011475, -0.9328307509422302, -0.2905037999153137, -0.43800514936447144, -0.661003828048706, 0.29254281520843506, -0.04621785879135132, 1.0, -0.947908341884613, -0.08770739287137985, -0.08895350992679596, -0.01965196058154106, -0.05477691441774368, 0.11130835115909576, 0.2635112404823303, 0.06631734222173691, 0.020805099979043007, 0.006533079780638218, -0.04648435115814209, -0.07058267295360565, -0.001324295997619629, 0.1236342266201973, 0.47244012355804443]","[0.3147461414337158, -0.05511360615491867, -0.33149874210357666, -0.5777480602264404, -0.7543723583221436, -0.30519843101501465, -0.5064773559570312, 0.32999396324157715, -1.0]"
82,"[0.5552917718887329, -0.9372697472572327, -0.2913603186607361, -0.44309645891189575, -0.6558586359024048, 0.30168473720550537, -0.053104400634765625, 1.0, -0.9447124004364014, -0.08574473857879639, -0.0919528678059578, -0.026339620351791382, -0.060357894748449326, 0.07553397864103317, 0.2660810053348541, 0.14809690415859222, 0.021527176722884178, 0.012256928719580173, -0.045444488525390625, -0.07064715027809143, -0.0006089210510253906, 0.1277182251214981, 0.4837738871574402]","[0.30090582370758057, -0.026085950434207916, -0.33322858810424805, -0.4706086814403534, -0.7429764866828918, -0.31428539752960205, -0.8309782147407532, 0.3513795733451843, -1.0]"
83,"[0.5531022548675537, -0.9419630169868469, -0.2923427224159241, -0.44818127155303955, -0.6520134210586548, 0.3113490343093872, -0.06009829044342041, 1.0, -0.9406765103340149, -0.08298097550868988, -0.09416322410106659, -0.04042557254433632, -0.06944944709539413, 0.09656228870153427, 0.2610045373439789, -0.09641768783330917, -0.006654844619333744, -0.0003687355783767998, -0.04461175203323364, -0.07091415673494339, -4.780292510986328e-05, 0.131728857755661, 0.49826472997665405]","[0.12598438560962677, -0.042444080114364624, -0.4688372313976288, -0.17970488965511322, -0.6944442987442017, -0.09167398512363434, 0.1809903383255005, 0.6565470099449158, -1.0]"
84,"[0.5508764982223511, -0.9468401670455933, -0.2938101291656494, -0.45347505807876587, -0.6494792699813843, 0.3224390745162964, -0.06708675622940063, 1.0, -0.9377548694610596, -0.08164199441671371, -0.10198541730642319, -0.04893885552883148, -0.06368762999773026, 0.03634806349873543, 0.26100680232048035, -0.08656442165374756, -0.0016556490445509553, -0.0006708055734634399, -0.04373544454574585, -0.07112026959657669, 0.000676274299621582, 0.13583242893218994, 0.49673697352409363]","[0.09212051331996918, -0.04980149865150452, -0.3201986849308014, -0.08887099474668503, -0.4787379205226898, -0.1977120190858841, 0.14241915941238403, 0.6480477452278137, -1.0]"
85,"[0.5487798452377319, -0.9518073201179504, -0.2956400513648987, -0.4586314558982849, -0.6479824185371399, 0.33432555198669434, -0.07392215728759766, 1.0, -0.934153139591217, -0.07274506241083145, -0.10485885292291641, -0.054426390677690506, -0.057400550693273544, -0.01609984040260315, 0.2610088288784027, -0.030964160338044167, 0.002489493228495121, 0.0009215700556524098, -0.04269826412200928, -0.07132147997617722, 0.0015363097190856934, 0.1399838626384735, 0.49665695428848267]","[0.010960076004266739, -0.06594199687242508, -0.18165042996406555, -0.05011524260044098, -0.3062506318092346, -0.32241153717041016, -0.05695817247033119, 0.6169450283050537, -1.0]"
86,"[0.546890139579773, -0.9567907452583313, -0.2976437211036682, -0.46349799633026123, -0.6470761895179749, 0.34663307666778564, -0.08062702417373657, 1.0, -0.9290686249732971, -0.06467803567647934, -0.10430198162794113, -0.05699346214532852, -0.04580440744757652, -0.03961512818932533, 0.26101037859916687, -0.016398048028349876, 0.008580906316637993, 0.0007504454115405679, -0.041612088680267334, -0.07152039557695389, 0.0023956298828125, 0.14410711824893951, 0.49495404958724976]","[-0.03426256403326988, -0.10758102685213089, -0.05144964158535004, -0.08638696372509003, -0.22347626090049744, -0.45316916704177856, -0.034724269062280655, 0.5998307466506958, -1.0]"
87,"[0.5450725555419922, -0.9618129730224609, -0.2996084690093994, -0.4679008722305298, -0.64694744348526, 0.3591175079345703, -0.08731001615524292, 1.0, -0.9255521893501282, -0.05475342273712158, -0.09080389142036438, -0.06486649811267853, -0.04425836727023125, -0.0345357283949852, 0.2610105574131012, -0.12324454635381699, -0.0023684834595769644, -0.003070706268772483, -0.04079914093017578, -0.07209353893995285, 0.002997159957885742, 0.1480550318956375, 0.5121616721153259]","[-0.19866175949573517, -0.1748645007610321, -0.02458498626947403, 0.04048861563205719, -0.23893103003501892, -0.4223651885986328, 0.4088844954967499, 0.7575182914733887, -1.0]"
88,"[0.5434074401855469, -0.9663386344909668, -0.30170321464538574, -0.47204679250717163, -0.6470707654953003, 0.3716393709182739, -0.09303629398345947, 1.0, -0.9219449758529663, -0.053664859384298325, -0.0880490243434906, -0.06250704824924469, -0.04153807833790779, -0.04266059398651123, 0.26101526618003845, -0.2171720266342163, 0.0033200085163116455, -0.004021890461444855, -0.03966641426086426, -0.07243862003087997, 0.0036922097206115723, 0.15216311812400818, 0.5143897533416748]","[-0.17226774990558624, -0.21735623478889465, 0.038213081657886505, 0.206302210688591, -0.12025091052055359, -0.4583190977573395, 0.7517415881156921, 0.7985181212425232, -1.0]"
89,"[0.5417696237564087, -0.9705609083175659, -0.30371975898742676, -0.4761373996734619, -0.6474369764328003, 0.38427555561065674, -0.09728127717971802, 1.0, -0.9199085235595703, -0.0567784421145916, -0.07786501199007034, -0.06642627716064453, -0.047157224267721176, -0.04147610813379288, 0.26101234555244446, -0.09475064277648926, 0.007048611994832754, -0.005016048904508352, -0.03867948055267334, -0.07275597006082535, 0.0043027400970458984, 0.1562795788049698, 0.543602705001831]","[-0.03945838287472725, -0.2611706256866455, 0.14534515142440796, 0.18492987751960754, -0.1694573611021042, -0.48707735538482666, 0.3044176995754242, 0.6969676613807678, -1.0]"
90,"[0.5402088165283203, -0.9745932221412659, -0.3055303692817688, -0.48020750284194946, -0.6481285095214844, 0.39677298069000244, -0.10086148977279663, 1.0, -0.9180064797401428, -0.052817244082689285, -0.07984424382448196, -0.05061158165335655, -0.05937361344695091, -0.049967970699071884, 0.2610144317150116, -0.06655418127775192, 0.01048523373901844, -0.005334045272320509, -0.03784298896789551, -0.07300027459859848, 0.004685401916503906, 0.16050957143306732, 0.5201246738433838]","[0.040145549923181534, -0.2383275330066681, 0.14243462681770325, 0.31697970628738403, 0.04158233478665352, -0.4989904761314392, 0.3245508074760437, 0.5801348686218262, -1.0]"
91,"[0.5388607978820801, -0.9781361222267151, -0.3072662949562073, -0.4838024973869324, -0.648358941078186, 0.4091247320175171, -0.10374397039413452, 1.0, -0.9179754257202148, -0.04143662378191948, -0.07570652663707733, -0.0407571904361248, -0.04905637726187706, -0.05752625688910484, 0.26170188188552856, -0.0855587050318718, 0.020403360947966576, -0.0038200446870177984, -0.03657674789428711, -0.07315375655889511, 0.00495833158493042, 0.16501551866531372, 0.5432185530662537]","[0.05461423099040985, -0.3172605633735657, 0.21233923733234406, 0.4270916283130646, 0.07510519027709961, -0.5790331959724426, 0.38308724761009216, 0.5920683145523071, -1.0]"
92,"[0.5378614664077759, -0.9814646244049072, -0.3085899353027344, -0.4868696928024292, -0.6485198736190796, 0.4215613603591919, -0.10591846704483032, 1.0, -0.9210514426231384, -0.02849777601659298, -0.05794041231274605, -0.03981103375554085, -0.03682975471019745, -0.03003120794892311, 0.2610083520412445, -0.042802538722753525, -0.012278174050152302, -0.007727214600890875, -0.03566586971282959, -0.07332588732242584, 0.004648864269256592, 0.16942521929740906, 0.5680866837501526]","[-0.2783510982990265, -0.3340238034725189, -0.02471783012151718, 0.03831759840250015, -0.3870459198951721, -0.5141319632530212, 0.29441729187965393, 0.8734044432640076, -1.0]"
93,"[0.5368272066116333, -0.9844935536384583, -0.3098102807998657, -0.4899791479110718, -0.6492403745651245, 0.43360424041748047, -0.10753941535949707, 1.0, -0.9279730916023254, -0.03873792290687561, -0.05161314085125923, -0.04227113723754883, -0.041523464024066925, -0.040407873690128326, 0.261009156703949, -0.012033171020448208, -0.0071517303586006165, -0.006989653687924147, -0.03507125377655029, -0.07341627776622772, 0.0043048858642578125, 0.1736370027065277, 0.5196734070777893]","[-0.16056637465953827, -0.3295436203479767, 0.047265127301216125, -0.005469443276524544, -0.2084656059741974, -0.6069123148918152, 0.28769466280937195, 0.7909663319587708, -1.0]"
94,"[0.5355786085128784, -0.9870577454566956, -0.3112609386444092, -0.4932178854942322, -0.6500182151794434, 0.4448821544647217, -0.10862624645233154, 1.0, -0.9337894916534424, -0.04481124505400658, -0.0448220930993557, -0.049320440739393234, -0.03883850574493408, -0.05406510829925537, 0.2610093057155609, 0.03615986183285713, 0.0034607909619808197, -0.005162644665688276, -0.03425854444503784, -0.07342304289340973, 0.004442811012268066, 0.17771661281585693, 0.5085663199424744]","[-0.043151166290044785, -0.365734338760376, 0.19789016246795654, -0.0276119913905859, -0.1262199431657791, -0.7260845899581909, 0.14997828006744385, 0.7136983871459961, -1.0]"
95,"[0.5343124866485596, -0.9894751906394958, -0.31271278858184814, -0.4965217709541321, -0.6508965492248535, 0.4555330276489258, -0.10943710803985596, 1.0, -0.9373785257339478, -0.04424168914556503, -0.0422324612736702, -0.047905679792165756, -0.035991497337818146, -0.05339853838086128, 0.26100924611091614, 0.08646170049905777, 0.013829606585204601, -0.004106998443603516, -0.03340405225753784, -0.07336390763521194, 0.00474858283996582, 0.18172654509544373, 0.5028902888298035]","[0.0533638522028923, -0.38631823658943176, 0.29539069533348083, -0.06466063112020493, -0.09989108145236969, -0.8170063495635986, 0.039355870336294174, 0.6162865161895752, -1.0]"
96,"[0.5331324338912964, -0.992036759853363, -0.3138554096221924, -0.4998624920845032, -0.6518468260765076, 0.46547389030456543, -0.11016976833343506, 1.0, -0.940231204032898, -0.04033302143216133, -0.03830697387456894, -0.04233504459261894, -0.03508605808019638, -0.045354411005973816, 0.2610047459602356, 0.17046746611595154, 0.008853554725646973, -0.004368830006569624, -0.032900214195251465, -0.07336541265249252, 0.004870951175689697, 0.18556952476501465, 0.4997498095035553]","[-0.010699640959501266, -0.37172359228134155, 0.21789199113845825, -0.24357429146766663, -0.2032807320356369, -0.8337276577949524, -0.17527151107788086, 0.5829287767410278, -1.0]"
97,"[0.5320315361022949, -0.9946030974388123, -0.31474971771240234, -0.5033997297286987, -0.6527154445648193, 0.473941445350647, -0.11112809181213379, 1.0, -0.9423616528511047, -0.04173828288912773, -0.03965764120221138, -0.03589946776628494, -0.03503807261586189, -0.042079128324985504, 0.25888702273368835, 0.1647370308637619, 0.015504536218941212, 0.00012932354002259672, -0.03229159116744995, -0.07320339232683182, 0.005026638507843018, 0.18945007026195526, 0.4988160729408264]","[0.0966707170009613, -0.36645859479904175, 0.17753876745700836, -0.14556489884853363, -0.20823784172534943, -0.8749087452888489, -0.16416142880916595, 0.6223312616348267, -1.0]"
98,"[0.5309659242630005, -0.9972800016403198, -0.3153613209724426, -0.5070959329605103, -0.6538549661636353, 0.48107683658599854, -0.11235266923904419, 1.0, -0.9444764852523804, -0.04016624391078949, -0.04398280382156372, -0.024195503443479538, -0.03608682379126549, -0.05096996948122978, 0.23177765309810638, 0.18306457996368408, 0.02035585790872574, 0.0009924591286107898, -0.031700730323791504, -0.07299002259969711, 0.005132436752319336, 0.19335810840129852, 0.4942340850830078]","[0.14818532764911652, -0.3579510450363159, 0.14969828724861145, -0.08970839530229568, -0.15407679975032806, -0.9024581909179688, -0.18340802192687988, 0.5699209570884705, -1.0]"
99,"[0.5299113988876343, -1.0000104904174805, -0.31571102142333984, -0.5106300711631775, -0.6552504301071167, 0.4875507354736328, -0.11389285326004028, 1.0, -0.9474323987960815, -0.047766976058483124, -0.00888407975435257, -0.03545555844902992, -0.032591816037893295, -0.042433787137269974, 0.24347300827503204, 0.09999506920576096, -0.0134420869871974, -0.002660014433786273, -0.031319379806518555, -0.07294457405805588, 0.00502467155456543, 0.19717133045196533, 0.4960483908653259]","[-0.11577549576759338, -0.42808666825294495, -0.025611892342567444, -0.2508724331855774, -0.36799415946006775, -0.807793915271759, 0.02600165829062462, 0.9151975512504578, -1.0]"
100,"[0.5281531810760498, -1.0000085830688477, -0.31649333238601685, -0.5131875276565552, -0.6568731069564819, 0.4967026710510254, -0.11525887250900269, 1.0, -0.9521069526672363, -0.05887293443083763, 0.00016893530846573412, -0.0219835564494133, -0.03864861652255058, -0.04279594123363495, 0.21810893714427948, -0.047843411564826965, -0.016194527968764305, -0.00374753400683403, -0.03134644031524658, -0.0725771114230156, 0.0044928789138793945, 0.20072558522224426, 0.4446893036365509]","[0.03394099697470665, -0.4312317967414856, -0.09164082258939743, -0.03216208517551422, -0.14621828496456146, -0.7258660793304443, 0.4769623577594757, 1.0, -1.0]"
101,"[0.5262560844421387, -1.000002145767212, -0.3169878125190735, -0.5162662267684937, -0.6587693095207214, 0.503253698348999, -0.11579209566116333, 1.0, -0.9573490023612976, -0.06093163043260574, 5.1446819270495325e-05, -0.01868400350213051, -0.04942448064684868, -0.05088219791650772, 0.19115756452083588, -0.019470781087875366, -0.013635160401463509, -0.0029034048784524202, -0.03144097328186035, -0.07204850763082504, 0.004283487796783447, 0.20393681526184082, 0.391985684633255]","[0.11076658219099045, -0.3921400308609009, -0.06907361000776291, 0.04321857541799545, 0.10142311453819275, -0.7753543257713318, 0.44347336888313293, 0.851997435092926, -1.0]"
102,"[0.524431586265564, -0.9999995827674866, -0.3174865245819092, -0.5196595191955566, -0.6604756116867065, 0.508682131767273, -0.1155577301979065, 1.0, -0.960979700088501, -0.05465150624513626, 1.1350493878126144e-09, -0.019877253100275993, -0.05319073423743248, -0.04403413459658623, 0.17831459641456604, 0.008901088498532772, -0.01003032922744751, -0.0034245525021106005, -0.0316275954246521, -0.07125061005353928, 0.004420220851898193, 0.20672720670700073, 0.33558085560798645]","[0.12979701161384583, -0.3808758854866028, 0.02727752923965454, 0.032368943095207214, 0.2853447496891022, -0.8554316759109497, 0.42321863770484924, 0.6713571548461914, -1.0]"
103,"[0.5228861570358276, -0.999999463558197, -0.31797969341278076, -0.5230457782745361, -0.6616246700286865, 0.5133532285690308, -0.11459910869598389, 1.0, -0.9621429443359375, -0.0431160144507885, 8.902861559079156e-09, -0.018327437341213226, -0.05177583917975426, -0.025190675631165504, 0.16635362803936005, 0.030834967270493507, -0.01061206590384245, -0.0023990520276129246, -0.031822144985198975, -0.0702391192317009, 0.004759490489959717, 0.2090965211391449, 0.2834639549255371]","[0.10290996730327606, -0.3732910752296448, 0.060096390545368195, -0.058994852006435394, 0.3395923674106598, -0.9373812675476074, 0.3807176947593689, 0.5659637451171875, -1.0]"
104,"[0.5216386318206787, -1.0000003576278687, -0.31842857599258423, -0.5264298915863037, -0.6621177196502686, 0.5173399448394775, -0.11301642656326294, 1.0, -0.9630013704299927, -0.033221300691366196, 0.00010410800314275548, -0.01573631353676319, -0.05247113108634949, -0.0029039031360298395, 0.1425725519657135, 0.05206949636340141, -0.0078570656478405, -0.002531446283683181, -0.032085120677948, -0.06901011615991592, 0.005224823951721191, 0.2110396772623062, 0.23299595713615417]","[0.14624011516571045, -0.3813685476779938, 0.15885555744171143, -0.08868508785963058, 0.33830854296684265, -1.0, 0.3311418294906616, 0.4406137764453888, -1.0]"
105,"[0.520693302154541, -1.0000033378601074, -0.3187565803527832, -0.5298520922660828, -0.6619918346405029, 0.5210847854614258, -0.11092382669448853, 1.0, -0.9631561636924744, -0.022853128612041473, 4.75786036986392e-05, -0.009748381562530994, -0.05427510663866997, 0.01741090975701809, 0.14140062034130096, 0.07182875275611877, -0.012457004748284817, -0.002864266512915492, -0.03269273042678833, -0.06753509491682053, 0.00564122200012207, 0.21253153681755066, 0.1733592003583908]","[0.23844338953495026, -0.36535438895225525, 0.27355334162712097, -0.025602029636502266, 0.2668551504611969, -1.0, 0.3132716417312622, 0.4780190587043762, -1.0]"
106,"[0.5201246738433838, -1.0000054836273193, -0.31877589225769043, -0.5333230495452881, -0.6614549160003662, 0.523687481880188, -0.10838592052459717, 1.0, -0.9642490744590759, -0.0088808573782444, 3.0459515983238816e-05, 0.0017522204434499145, -0.05692599341273308, 0.030357802286744118, 0.13375473022460938, 0.0869516059756279, -0.018619650974869728, -0.00266046985052526, -0.033607304096221924, -0.06572284549474716, 0.00594562292098999, 0.2135472446680069, 0.10416493564844131]","[0.47580841183662415, -0.3580361604690552, 0.4273373782634735, 0.2994358539581299, 0.08088967204093933, -1.0, 0.3948257267475128, 0.7824723124504089, -1.0]"
107,"[0.5202252864837646, -1.0000050067901611, -0.31825870275497437, -0.5364871025085449, -0.6609121561050415, 0.5244102478027344, -0.10529059171676636, 1.0, -0.9675862193107605, 0.01850130222737789, 5.822859384352341e-05, 0.02194240130484104, -0.0500124990940094, 0.02925821952521801, 0.0938759446144104, 0.10297161340713501, -0.020027844235301018, -0.0025870180688798428, -0.034758031368255615, -0.06349819898605347, 0.005955219268798828, 0.21402902901172638, 0.03116929531097412]","[0.5180721282958984, -0.48184913396835327, 0.8353233933448792, 0.6719645261764526, 0.017535191029310226, -1.0, 0.6768046021461487, 1.0, -0.8316185474395752]"
108,"[0.5213720798492432, -1.0000066757202148, -0.316878080368042, -0.53877854347229, -0.6605603694915771, 0.5220507383346558, -0.10118228197097778, 1.0, -0.9739320278167725, 0.05810771510004997, 0.00015037861885502934, 0.05711861327290535, -0.03233465924859047, 0.021697698161005974, 0.005110449623316526, 0.13528412580490112, -0.02007777988910675, -0.0026640095748007298, -0.03575378656387329, -0.06092090159654617, 0.005443394184112549, 0.21406544744968414, 3.02179923892254e-05]","[0.30190810561180115, -0.49066591262817383, 1.0, 0.7852392196655273, 0.15102419257164001, -0.7593226432800293, 0.8734863996505737, 1.0, -0.5887441635131836]"
109,"[0.523652195930481, -1.000008225440979, -0.31444668769836426, -0.5400488376617432, -0.6601660251617432, 0.5157188177108765, -0.09576505422592163, 1.0, -0.9832538962364197, 0.09611797332763672, 0.00024980498710647225, 0.09836370497941971, -0.014759080484509468, 0.022489318624138832, -0.12665565311908722, 0.18121537566184998, -0.019995300099253654, -0.0028028690721839666, -0.03601241111755371, -0.058094799518585205, 0.004350602626800537, 0.21406519412994385, 1.4563986042048782e-05]","[0.036590415984392166, -0.40858837962150574, 0.7990243434906006, 0.849961519241333, 0.37895476818084717, -0.6707175374031067, 0.6461552977561951, 1.0, -0.46434658765792847]"
110,"[0.526861310005188, -1.000003695487976, -0.3110917806625366, -0.5402237176895142, -0.6591838598251343, 0.5046557188034058, -0.08946776390075684, 0.9986475706100464, -0.9920424222946167, 0.12396974861621857, 0.00010974922042805701, 0.1314709633588791, 0.008873039856553078, 0.041886597871780396, -0.26100003719329834, 0.21506766974925995, 0.00014526027371175587, -0.0012256939662620425, -0.03513157367706299, -0.055353060364723206, 0.0029348134994506836, 0.21406519412994385, 2.5062405484277406e-08]","[-0.439444363117218, -0.30916938185691833, 0.5254446268081665, 0.4482777416706085, 1.0, -0.6988705992698669, 0.6363077163696289, 1.0, -0.6343762874603271]"
111,"[0.5303747653961182, -1.0000054836273193, -0.30730074644088745, -0.5393437147140503, -0.6564085483551025, 0.4930969476699829, -0.0823129415512085, 0.9993751049041748, -0.9951906800270081, 0.12359904497861862, 0.00012229461572133005, 0.14557646214962006, 0.026425039395689964, 0.10052245855331421, -0.2610000967979431, 0.2444840669631958, 0.00030946300830692053, -0.000586289563216269, -0.0339394211769104, -0.05341961234807968, 0.001053929328918457, 0.21406519412994385, 2.709541604417609e-07]","[-0.3054869771003723, -0.29303252696990967, 0.038532234728336334, 0.2730092704296112, 0.7146568298339844, -0.6749796867370605, 0.08314549922943115, 1.0, -0.5679930448532104]"
112,"[0.5336039066314697, -1.0000028610229492, -0.3033193349838257, -0.5376718044281006, -0.6524463891983032, 0.4815565347671509, -0.07529759407043457, 1.0, -0.9968381524085999, 0.10837755352258682, 7.304744940483943e-05, 0.14760838449001312, 0.038841646164655685, 0.13930495083332062, -0.2610000967979431, 0.23951153457164764, 0.00044132000766694546, -0.0002850173623301089, -0.03268498182296753, -0.05255434662103653, -0.001100778579711914, 0.21406519412994385, -8.791047889644688e-09]","[-0.11535340547561646, -0.24012437462806702, -0.2950080633163452, 0.058087073266506195, 0.3652285635471344, -0.6233313083648682, -0.15846100449562073, 1.0, -0.6270455121994019]"
113,"[0.536307692527771, -0.9999995827674866, -0.2995084524154663, -0.5355174541473389, -0.647964358329773, 0.4700537919998169, -0.06884217262268066, 1.0, -0.9980670213699341, 0.08922335505485535, 1.2782526027876884e-05, 0.13630841672420502, 0.04496661201119423, 0.15559081733226776, -0.2609999179840088, 0.22026322782039642, 0.0005163783789612353, -0.0001711407967377454, -0.03123551607131958, -0.052624501287937164, -0.003090977668762207, 0.21406519412994385, -9.664398703534971e-08]","[0.04580872133374214, -0.19700494408607483, -0.4154040217399597, -0.17599745094776154, 0.08572766184806824, -0.6422361731529236, -0.16874030232429504, 1.0, -0.7544474601745605]"
114,"[0.5384923219680786, -0.9999961256980896, -0.29617369174957275, -0.5333033800125122, -0.6434736251831055, 0.4587576389312744, -0.06294333934783936, 1.0, -0.9990662336349487, 0.07305393368005753, 2.9348303343113002e-08, 0.11649241298437119, 0.04247130826115608, 0.1545722782611847, -0.2579033374786377, 0.20126624405384064, 0.0006373886717483401, -0.00013763752940576524, -0.02950495481491089, -0.053185559809207916, -0.0045313239097595215, 0.21406519412994385, -1.1402263453419437e-06]","[0.14062362909317017, -0.19046854972839355, -0.3686673641204834, -0.3553776144981384, -0.08104613423347473, -0.739359438419342, -0.09251263737678528, 1.0, -0.8473244905471802]"
115,"[0.5403050184249878, -0.9999998211860657, -0.29343950748443604, -0.531524658203125, -0.6392679214477539, 0.44773149490356445, -0.05744516849517822, 1.0, -0.9997109174728394, 0.06307040899991989, -8.381903504606214e-10, 0.09442677348852158, 0.031101712957024574, 0.14441175758838654, -0.2482278198003769, 0.1875121295452118, 0.0006234717438928783, -6.38531637378037e-05, -0.02753812074661255, -0.053647011518478394, -0.005202114582061768, 0.21406519412994385, -2.2895032714131958e-07]","[0.17516252398490906, -0.22416120767593384, -0.22401030361652374, -0.4185851514339447, -0.14666934311389923, -0.8649906516075134, -0.01629999652504921, 1.0, -0.8794052600860596]"
116,"[0.541946530342102, -1.000002145767212, -0.2912280559539795, -0.5305787324905396, -0.6354790925979614, 0.43658018112182617, -0.05219799280166626, 1.0, -0.9999517798423767, 0.06007617339491844, 7.369614468188956e-05, 0.07776614278554916, 0.013600589707493782, 0.13023249804973602, -0.25410374999046326, 0.1789286583662033, 0.0005779786733910441, 1.1403707503632177e-05, -0.025410830974578857, -0.053483471274375916, -0.005041599273681641, 0.21406519412994385, -1.8516850275318575e-08]","[0.15574592351913452, -0.25791382789611816, -0.032306574285030365, -0.35044065117836, -0.08977368474006653, -0.9843254685401917, 0.04702382907271385, 1.0, -0.8554786443710327]"
117,"[0.5436135530471802, -1.0000042915344238, -0.28935933113098145, -0.5306132435798645, -0.631993293762207, 0.4251267910003662, -0.047081828117370605, 1.0, -0.9999257922172546, 0.0632794052362442, 8.207419887185097e-05, 0.06858392804861069, -0.004388464614748955, 0.12005569040775299, -0.2609187662601471, 0.17448177933692932, 0.0005438586231321096, 1.841503217292484e-05, -0.023274123668670654, -0.05240551382303238, -0.004179835319519043, 0.21406519412994385, -4.901942851631702e-09]","[0.09060965478420258, -0.29544931650161743, 0.13213646411895752, -0.19932982325553894, -0.022895026952028275, -1.0, 0.047188129276037216, 1.0, -0.7908933162689209]"
118,"[0.5454415082931519, -1.0000059604644775, -0.28762441873550415, -0.5314887762069702, -0.6286801099777222, 0.41361260414123535, -0.04209178686141968, 1.0, -0.9996023774147034, 0.06982484459877014, 0.00010994503827532753, 0.06699993461370468, -0.018050899729132652, 0.11405110359191895, -0.2609604597091675, 0.17020027339458466, 0.00048160040751099586, 4.641949271899648e-05, -0.021352946758270264, -0.05041366070508957, -0.0029279589653015137, 0.21406519412994385, -3.6047813622985814e-09]","[-0.005011666566133499, -0.33468034863471985, 0.22278110682964325, -0.012938601896166801, 0.03559551015496254, -1.0, -0.00957978144288063, 1.0, -0.7220034599304199]"
119,"[0.5474623441696167, -1.0000065565109253, -0.28582698106765747, -0.5328773260116577, -0.6254456043243408, 0.4020862579345703, -0.03732234239578247, 1.0, -0.9990614056587219, 0.07587528973817825, 4.931716466671787e-05, 0.07155586034059525, -0.024497296661138535, 0.11068601906299591, -0.2596447765827179, 0.16291514039039612, 0.019403576850891113, 0.0003226185217499733, -0.01976114511489868, -0.04777125269174576, -0.0015909671783447266, 0.21406519412994385, -1.1167945558554493e-05]","[-0.3829651474952698, -0.3470534086227417, 0.19911415874958038, -0.25087690353393555, 0.6291579008102417, -1.0, 0.12935280799865723, 0.7249464988708496, -0.8952219486236572]"
120,"[0.5493420362472534, -1.0000085830688477, -0.28397858142852783, -0.5350439548492432, -0.6212755441665649, 0.3905670642852783, -0.03252303600311279, 1.0, -0.99891197681427, 0.06479321420192719, 0.00014625709445681423, 0.073175348341465, -0.04131358861923218, 0.14518511295318604, -0.26100045442581177, 0.16380387544631958, 0.00041894798050634563, 3.7416026316350326e-05, -0.018552005290985107, -0.044682182371616364, -6.9141387939453125e-06, 0.21406519412994385, -1.3247181129827368e-09]","[0.07196983695030212, -0.35615938901901245, 0.15431851148605347, 0.357341468334198, -0.3946997821331024, -1.0, -0.2889893054962158, 1.0, -0.6816083788871765]"
