,X,Y
219,"[0.5210491418838501, -1.0000042915344238, -0.2862513065338135, -0.6345449686050415, -0.5438122153282166, 0.4938391447067261, -0.05809527635574341, 1.0, -0.9828680157661438, -0.011236929334700108, -0.0009036315605044365, 0.021532010287046432, -0.005900498479604721, -0.008403901010751724, -0.07963401079177856, 0.04589816555380821, 0.0215742364525795, 0.00388657976873219, -0.008224308490753174, -0.004885388538241386, 0.004539668560028076, 0.2848866283893585, 0.00153276976197958]","[0.09348289668560028, -0.5551683306694031, -0.04649188742041588, -0.15409624576568604, 0.02737446501851082, -1.0, 0.04521820321679115, 0.09584543108940125, -1.0]"
220,"[0.520808219909668, -1.0000044107437134, -0.2857116460800171, -0.6356532573699951, -0.544338583946228, 0.490581750869751, -0.05810534954071045, 1.0, -0.976149320602417, -0.009668832644820213, 3.1889649108052254e-06, 0.015176087617874146, -0.003899369388818741, -0.002575933001935482, 0.017956197261810303, -0.0394318625330925, 0.02215166576206684, 0.011074758134782314, -0.008414685726165771, -0.0041067879647016525, 0.004993617534637451, 0.2849111258983612, -6.049405783414841e-05]","[-0.08105185627937317, -0.6850544214248657, -0.07831859588623047, 0.15723976492881775, 0.22377489507198334, -1.0, 0.30476894974708557, 0.14145049452781677, -1.0]"
221,"[0.520673394203186, -0.999999463558197, -0.2851298451423645, -0.636627197265625, -0.544661819934845, 0.48701274394989014, -0.05760568380355835, 1.0, -0.9723219275474548, -0.00823444314301014, 0.0007624111021868885, 0.01688203401863575, 0.009640770964324474, -0.029911736026406288, -0.01861744374036789, 0.2343129962682724, 0.02566271461546421, 0.009737029671669006, -0.008447825908660889, -0.003331681713461876, 0.0054970383644104, 0.28493475914001465, 9.29154921323061e-05]","[0.05552229285240173, -0.6607802510261536, -0.22530974447727203, -1.0, -0.30557504296302795, -1.0, -1.0, 0.2914876639842987, -1.0]"
222,"[0.5208666324615479, -0.9999839663505554, -0.28456777334213257, -0.6382592916488647, -0.5454477071762085, 0.4834272861480713, -0.05876213312149048, 1.0, -0.9521386027336121, -0.004407614469528198, -0.0011222228640690446, 0.01026950404047966, 0.023656517267227173, -0.04820355400443077, 0.013838094659149647, 0.2692214548587799, 0.035513997077941895, 0.025705356150865555, -0.008724391460418701, -0.0016564633697271347, 0.006041228771209717, 0.2851029336452484, 0.05126203969120979]","[-0.07262013852596283, -0.40613654255867004, -0.4400774836540222, -0.7363796234130859, -0.1028703898191452, -1.0, -1.0, 0.49585914611816406, -1.0]"
223,"[0.5204441547393799, -0.9999818205833435, -0.28485262393951416, -0.6400354504585266, -0.5460066795349121, 0.48178958892822266, -0.061577439308166504, 1.0, -0.9509804844856262, -0.022077461704611778, -0.0013135861372575164, -0.02188003435730934, 0.015419348143041134, -0.04366319999098778, 0.12403489649295807, 0.12683378159999847, 0.028565367683768272, 0.02303176559507847, -0.008597970008850098, -0.0005093272775411606, 0.006910204887390137, 0.2854479253292084, 0.04285213351249695]","[0.022094398736953735, -0.4781250059604645, -0.12334302067756653, -0.30330777168273926, 0.08865316212177277, -1.0, -1.0, 0.44355320930480957, -1.0]"
224,"[0.519981861114502, -0.999963641166687, -0.28534626960754395, -0.6419988870620728, -0.5464585423469543, 0.48003625869750977, -0.0660133957862854, 1.0, -0.9460644721984863, -0.016354428604245186, -0.0020483098924160004, -0.0245829988270998, 0.022323163226246834, -0.05582559108734131, 0.1514587253332138, 0.23308880627155304, 0.031445350497961044, 0.028164023533463478, -0.00834667682647705, 0.0008305031806230545, 0.007934391498565674, 0.28583234548568726, 0.05204615741968155]","[-0.07924346625804901, -0.4848272502422333, -0.13075098395347595, -0.5017865896224976, -0.05753811076283455, -1.0, -1.0, 0.5550026893615723, -1.0]"
225,"[0.5192070007324219, -0.9999441504478455, -0.28614819049835205, -0.641494870185852, -0.5466737747192383, 0.4833991527557373, -0.0719115138053894, 1.0, -0.9421095848083496, -0.009813115000724792, 0.0007846496882848442, -0.02446962706744671, 0.051433052867650986, -0.04590291902422905, 0.16995540261268616, -0.16276316344738007, 0.024959521368145943, 0.014578615315258503, -0.008124589920043945, -0.00023912452161312103, 0.0073212385177612305, 0.286354124546051, 0.06926871836185455]","[-0.2143566757440567, -0.566402018070221, 0.1648637056350708, 0.3757344186306, 0.9380744695663452, -1.0, 0.32998907566070557, 0.5503749251365662, -1.0]"
226,"[0.5192277431488037, -0.9999050498008728, -0.2862958312034607, -0.642990231513977, -0.5461713075637817, 0.4819905757904053, -0.07720154523849487, 1.0, -0.9308415055274963, 0.0064768060110509396, -0.00039232076960615814, -0.00599067285656929, 0.023023344576358795, -0.016751578077673912, 0.14176715910434723, 0.26757222414016724, 0.03313060477375984, 0.0305059552192688, -0.007731378078460693, 0.0011925417929887772, 0.0077648162841796875, 0.2870887517929077, 0.10977087169885635]","[-0.10606572031974792, -0.3758239448070526, -0.14517083764076233, -0.12832321226596832, -0.21813760697841644, -1.0, -1.0, 0.4719104766845703, -1.0]"
227,"[0.5188369750976562, -0.9999211430549622, -0.28678417205810547, -0.6422197818756104, -0.5451887845993042, 0.48685991764068604, -0.083793044090271, 1.0, -0.9205401539802551, 0.0028616394847631454, 0.0008463665726594627, -0.009071758948266506, 0.051306527107954025, -0.03712688013911247, 0.22171132266521454, -0.060759104788303375, 0.025257548317313194, 0.01268752571195364, -0.007415473461151123, 0.00010654516518115997, 0.006426990032196045, 0.28824537992477417, 0.15414780378341675]","[-0.21683020889759064, -0.4649449586868286, -0.036031968891620636, 0.37244829535484314, 0.9950762391090393, -1.0, 0.15197789669036865, 0.7591016888618469, -1.0]"
228,"[0.5184648036956787, -0.999950110912323, -0.2871636152267456, -0.6431001424789429, -0.5429301857948303, 0.4901386499404907, -0.09000581502914429, 1.0, -0.9232945442199707, -0.028319140896201134, -0.003002073848620057, -0.026476934552192688, 0.0008706144872121513, 0.06094948202371597, 0.12367450445890427, 0.16287241876125336, 0.02852994203567505, 0.0007289362256415188, -0.007147848606109619, 0.000241914764046669, 0.005880832672119141, 0.28950077295303345, 0.09785662591457367]","[0.48655951023101807, -0.25992077589035034, 0.15844684839248657, -0.044973619282245636, -0.5684654712677002, -1.0, -1.0, 0.41451406478881836, -1.0]"
229,"[0.517821192741394, -0.9999358654022217, -0.2875148057937622, -0.643684983253479, -0.5411945581436157, 0.4914058446884155, -0.09730774164199829, 1.0, -0.9234328269958496, -0.017490722239017487, 0.001248620101250708, -0.015981489792466164, 0.00028697308152914047, 0.0327129140496254, 0.013021043501794338, 0.052559759467840195, 0.029842695221304893, 0.0006404550513252616, -0.007288038730621338, 0.00013723410665988922, 0.005567371845245361, 0.2898634672164917, 0.005029518157243729]","[0.21595299243927002, -0.7352674007415771, 0.40021005272865295, -0.41810092329978943, -0.617903470993042, -1.0, 0.7585452198982239, -0.012717798352241516, -1.0]"
230,"[0.5177184343338013, -0.99994957447052, -0.28749358654022217, -0.6441751718521118, -0.5405124425888062, 0.4899176359176636, -0.10329556465148926, 1.0, -0.9198024272918701, 0.0009793088538572192, -0.0025445420760661364, 0.007197482977062464, 0.06804465502500534, -0.020321277901530266, 0.04244159162044525, 0.19258831441402435, 0.02546936273574829, 0.003389103105291724, -0.007333993911743164, 0.000700557604432106, 0.005547761917114258, 0.28996536135673523, 0.004960248246788979]","[-0.017350371927022934, -0.8270046710968018, -0.11164500564336777, -1.0, -0.33782047033309937, -1.0, -0.3484955430030823, 0.30413976311683655, -1.0]"
231,"[0.5174336433410645, -0.999942421913147, -0.2875893712043762, -0.643586277961731, -0.540662944316864, 0.49025511741638184, -0.10977661609649658, 1.0, -0.9340490698814392, 0.017904240638017654, -7.525235560024157e-05, 0.011307008564472198, 0.035438209772109985, -0.02634177915751934, -0.010185993276536465, -0.26100143790245056, -0.011712229810655117, -0.012054959312081337, -0.007384300231933594, 0.00024496205151081085, 0.004877448081970215, 0.2901674509048462, 0.03829466551542282]","[-0.12955008447170258, -0.6869183778762817, 0.06133037805557251, 0.31866738200187683, 0.17595669627189636, 0.0018331833416596055, 1.0, 0.43498408794403076, -0.9521634578704834]"
232,"[0.5172321796417236, -0.9999823570251465, -0.2877923846244812, -0.643604576587677, -0.5404374599456787, 0.49099409580230713, -0.11422771215438843, 1.0, -0.9425404071807861, 0.004074371885508299, -4.0040118619799614e-05, -0.0017421841621398926, 0.014057481661438942, 0.00667180260643363, -0.0059542167000472546, -0.2610008418560028, 0.004034123383462429, -0.007518488448113203, -0.007369697093963623, 0.00016245432198047638, 0.0045737624168396, 0.2904759347438812, 0.018263621255755424]","[-0.08936464786529541, -0.8697956204414368, 0.2867720425128937, 0.3432565927505493, -0.3477870523929596, -0.19452816247940063, 1.0, 0.09386709332466125, -1.0]"
233,"[0.5170707702636719, -0.9999470710754395, -0.28764158487319946, -0.6434527635574341, -0.5408011078834534, 0.4911767244338989, -0.11668020486831665, 1.0, -0.9296585321426392, 0.014022603631019592, 3.691762628932338e-07, 0.02531638741493225, 0.027745449915528297, -0.04613642767071724, -0.06204771623015404, -0.042376723140478134, -0.00684937322512269, -0.006342580076307058, -0.00751417875289917, 8.27200710773468e-06, 0.004137873649597168, 0.2907184660434723, 0.024978604167699814]","[-0.19862808287143707, -0.6701312065124512, -0.12053388357162476, 0.15943491458892822, 0.5460454821586609, -0.5328410863876343, 1.0, 0.40036705136299133, -1.0]"
234,"[0.5169298648834229, -0.9999366998672485, -0.287325918674469, -0.6435967683792114, -0.5402981042861938, 0.490797758102417, -0.1173200011253357, 1.0, -0.9265031218528748, 0.005320845637470484, 4.108995312890329e-07, 0.019180137664079666, 0.0066339620389044285, -0.0098395561799407, -0.04739419370889664, 0.03343375399708748, -0.0026820849161595106, -0.0064902277663350105, -0.007541775703430176, -3.2475218176841736e-05, 0.00391387939453125, 0.2909664809703827, 0.018053196370601654]","[-0.0050376467406749725, -0.7295223474502563, 0.06151987612247467, 0.23111020028591156, -0.013658065348863602, -0.6074895262718201, 1.0, 0.30656981468200684, -1.0]"
235,"[0.5166457891464233, -0.9999508261680603, -0.28705573081970215, -0.6441298723220825, -0.5397436618804932, 0.49120450019836426, -0.11615461111068726, 1.0, -0.9246407747268677, 0.008990074507892132, 2.0787119581200386e-07, 0.02679693140089512, 0.018818089738488197, -0.003239128738641739, -0.02366461604833603, -0.05476842075586319, -0.01999659463763237, -0.005825779400765896, -0.007677972316741943, -9.18712466955185e-05, 0.0038117170333862305, 0.29129382967948914, 0.06662022322416306]","[-0.07424299418926239, -0.38007017970085144, -0.46763119101524353, 0.3718012869358063, 0.8890841603279114, -0.5726606845855713, 0.5768462419509888, 0.7466819286346436, -1.0]"
236,"[0.5163991451263428, -0.9999516010284424, -0.28695249557495117, -0.6452392339706421, -0.5380070209503174, 0.49320971965789795, -0.1141100525856018, 1.0, -0.9262180924415588, -0.0007957913330756128, 5.181879032534198e-07, 0.004708064254373312, 0.0019045807421207428, 0.055957894772291183, 0.04172968119382858, 0.07334376126527786, -0.011604943312704563, -0.004348096437752247, -0.007819414138793945, 8.149631321430206e-05, 0.0037894845008850098, 0.29187533259391785, 0.09597551822662354]","[0.16287370026111603, -0.26134881377220154, -0.34819355607032776, 0.22676518559455872, 0.00899956002831459, -0.8729434013366699, -0.42951127886772156, 0.6959558725357056, -1.0]"
237,"[0.5160903930664062, -0.9999682903289795, -0.28729045391082764, -0.646572470664978, -0.5362554788589478, 0.4968496561050415, -0.11289411783218384, 1.0, -0.9278954863548279, -0.0041060312651097775, 4.418194237132411e-07, -0.014827421866357327, -0.0037971490528434515, 0.05232100561261177, 0.07819459587335587, 0.11925999075174332, -0.003165020840242505, -0.004946199711412191, -0.007890820503234863, 0.0002799350768327713, 0.003840625286102295, 0.29264575242996216, 0.12072021514177322]","[0.23166269063949585, -0.27476850152015686, -0.12595275044441223, 0.22113476693630219, -0.16613753139972687, -1.0, -0.6542554497718811, 0.6136927008628845, -1.0]"
238,"[0.5159115791320801, -0.9999850392341614, -0.2879210114479065, -0.6477835178375244, -0.5348882675170898, 0.5016475915908813, -0.11288785934448242, 1.0, -0.9292826056480408, -0.000311398645862937, 1.9799918504759262e-07, -0.02564534917473793, -0.003548693610355258, 0.039157744497060776, 0.10994241386651993, 0.1341816931962967, 0.004000314977020025, -0.0047217621468007565, -0.007912874221801758, 0.0005079824477434158, 0.00378340482711792, 0.29355400800704956, 0.13563938438892365]","[0.1838907152414322, -0.3074950873851776, 0.043492719531059265, 0.2835465371608734, -0.06084750220179558, -1.0, -0.6307023763656616, 0.5681913495063782, -1.0]"
239,"[0.5156328678131104, -1.0000057220458984, -0.2889059782028198, -0.6488910913467407, -0.5335636734962463, 0.5067347288131714, -0.11401677131652832, 1.0, -0.9476105570793152, -0.0071786134503781796, -0.00016603725089225918, -0.039251793175935745, -0.014691205695271492, 0.047422438859939575, 0.10024291276931763, -0.005213317461311817, 0.0019588496070355177, -0.006594622042030096, -0.007733345031738281, 0.0005947146564722061, 0.003892183303833008, 0.2944084107875824, 0.11204235255718231]","[0.2563472092151642, -0.3554643392562866, 0.17363591492176056, 0.5741241574287415, -0.00972694531083107, -0.7891834378242493, -0.023278895765542984, 0.41071534156799316, -1.0]"
240,"[0.5156105756759644, -1.0000041723251343, -0.2898334264755249, -0.649497389793396, -0.5324692726135254, 0.511457085609436, -0.11517840623855591, 1.0, -0.955877959728241, 0.010651121847331524, 0.00024898015544749796, -0.028798727318644524, 0.00011358917981851846, 0.041826214641332626, 0.08055289089679718, -0.04161476716399193, -0.0029843789525330067, -0.005545008461922407, -0.007565021514892578, 0.0006117839366197586, 0.003877401351928711, 0.29503899812698364, 0.0811438113451004]","[0.038443345576524734, -0.49243998527526855, 0.10426349937915802, 0.5374901294708252, -0.018809396773576736, -0.6276772022247314, 0.37258750200271606, 0.3757043182849884, -1.0]"
241,"[0.5160537958145142, -1.0000001192092896, -0.2904887795448303, -0.6493687629699707, -0.5316585302352905, 0.5153366327285767, -0.11570054292678833, 1.0, -0.9619141817092896, 0.026798367500305176, 0.00032227463088929653, -0.018653905019164085, 0.009737997315824032, 0.03209517523646355, 0.06448063254356384, -0.02879750169813633, -0.005155462305992842, -0.0026864006649702787, -0.0074318647384643555, 0.0005955565720796585, 0.003620445728302002, 0.2953832149505615, 0.04001897946000099]","[-0.2383676916360855, -0.7497529983520508, 0.11153753846883774, 0.45960909128189087, -0.26533520221710205, -0.5141087770462036, 0.737392783164978, 0.3567081093788147, -1.0]"
242,"[0.5167253017425537, -0.9999963641166687, -0.2909286618232727, -0.6488232612609863, -0.5314863324165344, 0.5182613134384155, -0.11495053768157959, 1.0, -0.9673342704772949, 0.030760589987039566, 5.140900682931715e-08, -0.010713314637541771, 0.014497080817818642, 0.008701021783053875, 0.029239213094115257, 0.022151602432131767, -0.00444184010848403, -0.0036306187976151705, -0.007363855838775635, 0.0005736071616411209, 0.0033318400382995605, 0.29545921087265015, 0.007967742159962654]","[-0.40688538551330566, -0.9205169677734375, 0.3651861548423767, 0.18025630712509155, -0.5394075512886047, -0.4347347319126129, 1.0, 0.2999666929244995, -1.0]"
243,"[0.517629861831665, -0.9999448657035828, -0.2907264232635498, -0.6479915380477905, -0.5324540138244629, 0.5201102495193481, -0.11249500513076782, 1.0, -0.9547261595726013, 0.0346490703523159, -0.00015845113375689834, 0.018532872200012207, 0.0323820523917675, -0.045757096260786057, -0.01692057028412819, 0.25653204321861267, 0.020066365599632263, -0.0055977045558393, -0.00762408971786499, 0.0006812084466218948, 0.0026788711547851562, 0.29553067684173584, 0.027125129476189613]","[-0.2751748859882355, -0.8787024021148682, 0.22852398455142975, -0.4539988934993744, 0.008143644779920578, -1.0, -0.416860967874527, 0.215231791138649, -1.0]"
244,"[0.5182144641876221, -0.9999763369560242, -0.2901938557624817, -0.6476165652275085, -0.5331194996833801, 0.520348072052002, -0.11083531379699707, 1.0, -0.9535870552062988, 0.011853872798383236, -0.0015925810439512134, 0.021991712972521782, 0.02125203050673008, -0.03154849633574486, -0.03251432254910469, 0.2549300491809845, 0.02065279707312584, -0.0041550989262759686, -0.007950007915496826, 0.0008820164948701859, 0.0021182894706726074, 0.2956622540950775, 0.029758218675851822]","[0.029131080955266953, -0.7287628650665283, 0.04298703372478485, -0.4121246635913849, -0.07575428485870361, -1.0, -0.6990410685539246, 0.24162396788597107, -1.0]"
245,"[0.5179200172424316, -1.0000100135803223, -0.2899066209793091, -0.6482633352279663, -0.5336808562278748, 0.519284725189209, -0.11046016216278076, 1.0, -0.9708810448646545, -0.017295194789767265, -0.00037129814154468477, 0.008461249992251396, -0.01207619160413742, -0.003006872022524476, -0.030381683260202408, 0.059702761471271515, 0.0029216145630925894, -0.008529916405677795, -0.00826352834701538, 0.0011494997888803482, 0.002258777618408203, 0.2956949472427368, 0.004666817374527454]","[0.190668523311615, -0.7712149024009705, 0.3391318619251251, 0.27641549706459045, -0.3410385251045227, -0.6169054508209229, 0.9262763857841492, 0.12235122919082642, -1.0]"
246,"[0.5174388885498047, -1.0000085830688477, -0.28934246301651, -0.6490129232406616, -0.534905731678009, 0.5169705152511597, -0.10848075151443481, 1.0, -0.9760777950286865, -0.01254195161163807, -0.00012605264782905579, 0.0273142047226429, -0.003429385367780924, -0.03144672140479088, -0.04720298573374748, 0.09253529459238052, -0.0025632567703723907, -0.004315381869673729, -0.008588194847106934, 0.0014209691435098648, 0.0025392770767211914, 0.29569417238235474, 8.72013479238376e-05]","[0.08281707763671875, -0.7273662090301514, 0.09184406697750092, 0.3466985523700714, 0.09647229313850403, -0.7287818789482117, 0.5376713871955872, 0.285165011882782, -1.0]"
247,"[0.5171433687210083, -1.0000041723251343, -0.28840172290802, -0.6491662263870239, -0.5359967947006226, 0.5143246650695801, -0.10565078258514404, 1.0, -0.9792009592056274, -0.001631433959119022, 0.0004518977948464453, 0.04134676605463028, 0.005512274336069822, -0.030347803607583046, -0.09654620289802551, 0.08800627291202545, -0.0001398246386088431, -0.004111771006137133, -0.00889730453491211, 0.001385541632771492, 0.0024304986000061035, 0.2956950068473816, 7.118585199350491e-05]","[-0.0606888048350811, -0.7048357129096985, -0.008080387488007545, 0.29335924983024597, 0.24447588622570038, -0.7373421788215637, 0.6678767204284668, 0.28117087483406067, -1.0]"
248,"[0.5170873403549194, -1.000000238418579, -0.28731197118759155, -0.6491512656211853, -0.5367544889450073, 0.5115674734115601, -0.10179847478866577, 1.0, -0.9813867211341858, 0.005010360386222601, 0.000777458946686238, 0.04250682145357132, 0.005216310266405344, -0.013790294528007507, -0.06755959987640381, 0.08589664846658707, -0.004046318586915731, -0.0017540205735713243, -0.00913780927658081, 0.0013869944959878922, 0.002245306968688965, 0.2956956624984741, -6.153859430924058e-06]","[-0.17813359200954437, -0.7119365930557251, -0.10614229738712311, 0.44750240445137024, 0.237209752202034, -0.6954922080039978, 0.42726361751556396, 0.3846447467803955, -1.0]"
249,"[0.5174448490142822, -0.9999135732650757, -0.28595852851867676, -0.6486917734146118, -0.5373919010162354, 0.5097118616104126, -0.09738767147064209, 1.0, -0.9708639979362488, 0.022767387330532074, 1.534819631388018e-07, 0.05492546036839485, 0.021186737343668938, -0.02589462138712406, -0.08981410413980484, 0.25975149869918823, 0.012614600360393524, -0.003339793300256133, -0.009626805782318115, 0.0013796407729387283, 0.0015381574630737305, 0.29573678970336914, 0.009632710367441177]","[-0.2610185742378235, -0.7328221201896667, -0.13239511847496033, -0.1550307422876358, 0.19070696830749512, -1.0, -0.6027079224586487, 0.3437199592590332, -1.0]"
250,"[0.5177761316299438, -0.9999155402183533, -0.28481799364089966, -0.6484172344207764, -0.5375159978866577, 0.5080113410949707, -0.09419810771942139, 1.0, -0.9710649847984314, 0.009071510285139084, 0.003369061043485999, 0.03763911500573158, 0.013388991355895996, -0.00583465164527297, -0.06279311329126358, 0.20285634696483612, 0.016381744295358658, -0.0030621150508522987, -0.010037779808044434, 0.0014325175434350967, 0.0009717345237731934, 0.29576408863067627, 0.002661243313923478]","[-0.08783845603466034, -0.7863051295280457, 0.03130737319588661, -0.16217324137687683, -0.11622445285320282, -1.0, -0.23309989273548126, 0.20737972855567932, -1.0]"
251,"[0.5178309679031372, -0.9999465942382812, -0.2838810682296753, -0.6487057209014893, -0.5378378629684448, 0.5061299800872803, -0.0915495753288269, 1.0, -0.9733297824859619, -0.0005018590018153191, -0.0004222735879011452, 0.034110598266124725, 0.010252169333398342, -0.012772616930305958, -0.09176498651504517, 0.2614447772502899, 0.02159794047474861, -0.0018392287893220782, -0.01048344373703003, 0.0016729775816202164, 0.0007544755935668945, 0.29578545689582825, 0.009317982941865921]","[0.12861546874046326, -0.6628410816192627, -0.04465177655220032, -0.4890863597393036, -0.2971784770488739, -1.0, -0.8064473867416382, 0.21034128963947296, -1.0]"
252,"[0.5175360441207886, -0.9999895691871643, -0.28326356410980225, -0.6489814519882202, -0.5383836030960083, 0.5040011405944824, -0.09036988019943237, 1.0, -0.9737969636917114, -0.009583481587469578, -0.001410864177159965, 0.02566583827137947, 0.003006754210218787, -0.03418266400694847, -0.07231973856687546, 0.21586500108242035, 0.021842792630195618, -0.0016927110264077783, -0.01060187816619873, 0.0016727615147829056, 0.0007715821266174316, 0.295860230922699, 0.0357544906437397]","[0.24416795372962952, -0.5450680255889893, -0.1982775330543518, -0.18566426634788513, 0.15410679578781128, -1.0, -0.9120626449584961, 0.19548635184764862, -1.0]"
253,"[0.5171244144439697, -0.9999960064888, -0.2829079031944275, -0.6493250131607056, -0.5385737419128418, 0.5026824474334717, -0.09080851078033447, 1.0, -0.9729887843132019, -0.009768382646143436, -0.0007212605560198426, 0.015204454772174358, 0.004619940184056759, -0.023068508133292198, -0.05079669877886772, 0.16438154876232147, 0.02177608385682106, -0.0015261054504662752, -0.010649681091308594, 0.0016185734421014786, 0.0007668137550354004, 0.2960388660430908, 0.052110154181718826]","[0.26326557993888855, -0.4888944923877716, -0.23073354363441467, 0.039095669984817505, 0.2718103528022766, -1.0, -0.7719342112541199, 0.21482853591442108, -1.0]"
254,"[0.516864538192749, -0.9999980330467224, -0.28282129764556885, -0.6494807004928589, -0.5382853746414185, 0.5024833679199219, -0.09258037805557251, 1.0, -0.9722292423248291, -0.001541603240184486, -0.0002900603285524994, 0.0038096716161817312, 0.00909400638192892, -0.0024410502519458532, -0.01721804216504097, 0.08845636993646622, 0.021309280768036842, -0.0013476101448759437, -0.010632336139678955, 0.0015258509665727615, 0.0006330013275146484, 0.2962516248226166, 0.054856300354003906]","[0.1478641927242279, -0.5373153686523438, -0.14514869451522827, 0.23940452933311462, 0.33893895149230957, -1.0, -0.3460966944694519, 0.1995384693145752, -1.0]"
255,"[0.516939640045166, -0.9999594688415527, -0.2828841805458069, -0.6496193408966064, -0.5376002788543701, 0.5036108493804932, -0.09492373466491699, 1.0, -0.9728870391845703, 0.009284083731472492, -0.0014453771291300654, -0.00270122941583395, 0.01680799014866352, 0.02060282975435257, 0.0009914905531331897, 0.0989077240228653, 0.021482868120074272, -0.0009074074332602322, -0.010842442512512207, 0.0016712937504053116, 0.0003198385238647461, 0.29641100764274597, 0.0637669786810875]","[0.05520528927445412, -0.49997061491012573, -0.10261097550392151, 0.22198021411895752, 0.1997004598379135, -1.0, -0.4529251754283905, 0.2874579429626465, -1.0]"
256,"[0.5172849893569946, -0.9999558329582214, -0.2831103205680847, -0.6495969295501709, -0.5367169380187988, 0.5055601596832275, -0.09801214933395386, 1.0, -0.975976288318634, 0.020623445510864258, -0.00040022071334533393, -0.007441993337124586, 0.013532719574868679, 0.03480162471532822, 0.01840100809931755, 0.07955302298069, 0.022339334711432457, -0.0008259452879428864, -0.011087298393249512, 0.0018961671739816666, -0.00011342763900756836, 0.29654496908187866, 0.05595916137099266]","[-0.09348617494106293, -0.6219651699066162, 0.03852623701095581, 0.35326632857322693, 0.05411380156874657, -1.0, -0.17325295507907867, 0.23149530589580536, -1.0]"
257,"[0.5177812576293945, -0.9999582171440125, -0.2833922505378723, -0.649307370185852, -0.535821795463562, 0.5078213214874268, -0.10129213333129883, 1.0, -0.9788818359375, 0.025412309914827347, 0.00023763450735714287, -0.006829820107668638, 0.015445453114807606, 0.04321470484137535, 0.015182030387222767, 0.002207112265750766, 0.021402275189757347, -0.007815079763531685, -0.011344194412231445, 0.002047644928097725, -0.000649869441986084, 0.2965969741344452, 0.04478847235441208]","[-0.21455197036266327, -0.7782855033874512, 0.22073954343795776, 0.3847340941429138, -0.07037106156349182, -0.7586265802383423, 0.7586995959281921, 0.020991086959838867, -1.0]"
258,"[0.5182080268859863, -0.9999827146530151, -0.28354012966156006, -0.6485138535499573, -0.5350091457366943, 0.5012930631637573, -0.10311222076416016, 1.0, -0.9878389239311218, 0.015699399635195732, 9.094365083228695e-08, -0.0060253445990383625, 0.01800788752734661, 0.02966204285621643, -0.07482235133647919, -0.06585608422756195, 0.011149711906909943, 0.0012509137159213424, -0.008956730365753174, 0.0025094691663980484, 0.0005530118942260742, 0.2967061400413513, -1.664669980527833e-05]","[-0.28479915857315063, -0.791977047920227, 0.1298835426568985, 0.015565933659672737, -0.46032220125198364, -0.6941904425621033, 1.0, 0.07893313467502594, -1.0]"
259,"[0.5184212923049927, -0.9999874234199524, -0.28367191553115845, -0.6476898193359375, -0.5351817607879639, 0.49873077869415283, -0.1031336784362793, 1.0, -0.9868448972702026, 0.006935521494597197, 6.998889290343868e-08, -0.002979456912726164, 0.013981439173221588, 0.006669039372354746, 0.03222435340285301, -0.008335351012647152, -0.007376398425549269, -0.0015081799356266856, -0.007836699485778809, 0.0023795757442712784, 0.0009987950325012207, 0.29666948318481445, 6.443486199714243e-06]","[-0.21651430428028107, -0.8084350824356079, 0.08005162328481674, 0.19691507518291473, -0.30158281326293945, -0.47940292954444885, 0.960139274597168, 0.37206417322158813, -1.0]"
260,"[0.5184800624847412, -0.999962329864502, -0.28345656394958496, -0.6472760438919067, -0.5360296964645386, 0.4978351593017578, -0.10148864984512329, 1.0, -0.989714503288269, 0.00034406009945087135, 1.1911615871440517e-07, 0.007339020725339651, 0.005036938935518265, -0.016625655815005302, -0.009427479468286037, 0.06555860489606857, -0.002187890699133277, -0.0019363323226571083, -0.007765233516693115, 0.0022040996700525284, 0.0009744167327880859, 0.296561062335968, -2.7704008971340954e-06]","[-0.13589683175086975, -0.7993203997612, 0.07547701150178909, 0.2218519151210785, -0.10120216012001038, -0.7221779823303223, 0.5327292084693909, 0.3205775022506714, -1.0]"
261,"[0.5184075832366943, -0.9999422430992126, -0.28305476903915405, -0.6470147371292114, -0.5370402336120605, 0.49641120433807373, -0.098976731300354, 1.0, -0.9910539984703064, -0.0033285715617239475, 1.6354024978681991e-07, 0.013810169883072376, 0.005413954146206379, -0.023748185485601425, -0.02267131768167019, 0.09741052240133286, -0.00251585990190506, -0.0016936436295509338, -0.007759451866149902, 0.0020068231970071793, 0.0009912848472595215, 0.29646676778793335, -1.6152262105606496e-06]","[-0.06847293674945831, -0.7546067833900452, 0.005598010495305061, 0.1906275600194931, -0.012001916766166687, -0.8262559771537781, 0.2255520224571228, 0.3674049377441406, -1.0]"
262,"[0.5182698965072632, -0.9999229907989502, -0.28254300355911255, -0.6467307209968567, -0.5380576848983765, 0.49465692043304443, -0.09617453813552856, 1.0, -0.9918555021286011, -0.005222046282142401, 2.086162567138672e-07, 0.016364028677344322, 0.007884779945015907, -0.024321308359503746, -0.026353085413575172, 0.10710736364126205, -0.0036900804843753576, -0.001368322758935392, -0.007780611515045166, 0.0017296168953180313, 0.0009903311729431152, 0.2963465750217438, -0.000128947664052248]","[-0.026241179555654526, -0.7203177809715271, -0.05351940169930458, 0.14378361403942108, 0.00919538363814354, -0.872244656085968, 0.05672171339392662, 0.4139972925186157, -1.0]"
