,X,Y
241,"[0.0, 0.0, -0.11980193853378296, -0.8023232221603394, -1.00017511844635, -0.6467909812927246, -0.055048346519470215, 1.0, -0.5441877245903015, 0.031076623126864433, 0.0, 0.05632989481091499, 0.02289348654448986, -0.06696474552154541, 0.0, 0.19481471180915833, 0.020670315250754356, 0.0, -0.037778615951538086, 0.020134182646870613, 0.00451737642288208, 0.3614282011985779, 0.06906624138355255]","[-0.01436992734670639, -1.0, -0.5710926055908203, -0.4506962299346924, -0.023031093180179596, -0.13089519739151, -0.010358387604355812, 0.7282915115356445, -1.0]"
242,"[0.0, 0.0, -0.11974459886550903, -0.8027546405792236, -1.000097393989563, -0.6467294692993164, -0.05548316240310669, 1.0, -0.5428818464279175, 0.028342843055725098, 0.0, 0.05307234451174736, 0.02095472440123558, -0.03939257562160492, 0.0, 0.06674351543188095, 0.01602698303759098, 0.0, -0.03769373893737793, 0.02042962796986103, 0.004522264003753662, 0.3617619276046753, 0.07068831473588943]","[0.008874870836734772, -1.0, -0.480981707572937, -0.40578433871269226, 0.17696872353553772, -0.22828558087348938, 0.22145479917526245, 0.46822962164878845, -1.0]"
243,"[0.0, 0.0, -0.11961466073989868, -0.8032984733581543, -1.0001425743103027, -0.6471688747406006, -0.05534917116165161, 1.0, -0.5390005707740784, 0.030394989997148514, 0.0, 0.05328730493783951, 0.022322315722703934, -0.06363308429718018, 0.0, 0.15050095319747925, 0.020346641540527344, 0.0, -0.037755489349365234, 0.020533883944153786, 0.004679262638092041, 0.3620424270629883, 0.06999246776103973]","[-0.017907701432704926, -1.0, -0.5218130350112915, -0.4148772656917572, 0.06879840046167374, -0.16386573016643524, 0.06602441519498825, 0.6397465467453003, -1.0]"
244,"[0.0, 0.0, -0.11965030431747437, -0.8038458824157715, -1.0000849962234497, -0.6473754048347473, -0.05533027648925781, 1.0, -0.5365113019943237, 0.026415517553687096, 0.0, 0.04697601869702339, 0.018916282802820206, -0.04073631390929222, 0.0, 0.05444250628352165, 0.015031831339001656, 0.0, -0.03769803047180176, 0.020836906507611275, 0.004852771759033203, 0.3623386323451996, 0.06939738988876343]","[0.06043454259634018, -1.0, -0.42120760679244995, -0.3353806138038635, 0.17623093724250793, -0.2796069383621216, 0.15062403678894043, 0.45930883288383484, -1.0]"
245,"[0.0, 0.0, -0.11963677406311035, -0.8044310212135315, -1.0001574754714966, -0.6477282047271729, -0.05483567714691162, 1.0, -0.5304586887359619, 0.03303731232881546, 0.0, 0.05522577092051506, 0.017450347542762756, -0.07178198546171188, 0.0, 0.18032731115818024, 0.020583687350153923, 0.0, -0.037760257720947266, 0.021075548604130745, 0.005071520805358887, 0.3625960946083069, 0.05690567195415497]","[-0.034531883895397186, -1.0, -0.5658513307571411, -0.332253634929657, -0.03439433127641678, -0.14700423181056976, -0.037587590515613556, 0.7540186047554016, -1.0]"
246,"[0.0, 0.0, -0.11958891153335571, -0.8048597574234009, -1.000072956085205, -0.6477552652359009, -0.05474388599395752, 1.0, -0.5272411108016968, 0.027686594054102898, 0.0, 0.053754132241010666, 0.022046975791454315, -0.02571389637887478, 0.0, 0.055210571736097336, 0.0011070736218243837, 0.0, -0.03772854804992676, 0.02133001573383808, 0.005152344703674316, 0.36287257075309753, 0.06269273906946182]","[0.0779605284333229, -0.997408926486969, -0.5546589493751526, -0.3588154911994934, 0.2447889745235443, -0.34864774346351624, 0.0503343865275383, 0.4707852602005005, -1.0]"
247,"[0.0, 0.0, -0.1195186972618103, -0.8052690625190735, -1.0000885725021362, -0.6476215124130249, -0.054586827754974365, 1.0, -0.5248255729675293, 0.028601879253983498, 0.0, 0.05525270849466324, 0.025099176913499832, -0.06265408545732498, 0.0, 0.02859564684331417, -0.0008978121331892908, 0.0, -0.03780698776245117, 0.021562697365880013, 0.005167722702026367, 0.36308392882347107, 0.059228964149951935]","[-0.029863469302654266, -1.0, -0.547120988368988, -0.29655513167381287, 0.36163994669914246, -0.44397926330566406, 0.027849888429045677, 0.4288337528705597, -1.0]"
248,"[0.0, 0.0, -0.11959266662597656, -0.8057953119277954, -1.000077486038208, -0.6481093168258667, -0.054271161556243896, 1.0, -0.5191200971603394, 0.02810855023562908, 0.0, 0.04431840404868126, 0.01546054519712925, -0.0751517042517662, 0.0, 0.003740274580195546, 0.01563093066215515, 0.0, -0.03779268264770508, 0.021842213347554207, 0.0054482221603393555, 0.3632933497428894, 0.05685573071241379]","[-0.01250612735748291, -1.0, -0.3264223337173462, -0.16208815574645996, 0.20093491673469543, -0.39045172929763794, 0.10419494658708572, 0.4288254976272583, -1.0]"
249,"[0.0, 0.0, -0.11928433179855347, -0.8058826327323914, -1.000076413154602, -0.6473934650421143, -0.0540737509727478, 1.0, -0.5183718204498291, 0.024330615997314453, 0.0, 0.06842265278100967, 0.03394005820155144, -0.0652434378862381, 0.0, -0.0027580366004258394, -0.013273711316287518, 0.0, -0.03782916069030762, 0.021815383806824684, 0.0051583051681518555, 0.3635800778865814, 0.07336325198411942]","[-0.09313634783029556, -0.976865291595459, -0.6081357002258301, -0.5018774271011353, 0.5892637372016907, -0.49998658895492554, 0.1630949229001999, 0.16426987946033478, -1.0]"
250,"[0.0, 0.0, -0.11922955513000488, -0.8063009977340698, -1.0000447034835815, -0.6469215750694275, -0.053348004817962646, 1.0, -0.5166268348693848, 0.025083795189857483, 0.0, 0.04481572285294533, 0.013918380253016949, -0.06601794809103012, 0.0, -0.0042045447044074535, 0.002794760512188077, 0.0, -0.03791189193725586, 0.022009918466210365, 0.005148828029632568, 0.3638226389884949, 0.058752499520778656]","[0.022011198103427887, -1.0, -0.4256422519683838, -0.09648578613996506, 0.3131934702396393, -0.5051184892654419, 0.0019733067601919174, 0.38530638813972473, -0.9805917143821716]"
251,"[0.0, 0.0, -0.11974197626113892, -0.8065510392189026, -1.000156044960022, -0.6470251083374023, -0.05264866352081299, 1.0, -0.5141632556915283, 0.021376844495534897, 0.0, 0.03946999832987785, 0.02442503534257412, -0.11307527869939804, 0.0, 0.16736790537834167, 0.020789865404367447, 0.0, -0.03801584243774414, 0.02255524881184101, 0.005488157272338867, 0.36356690526008606, -0.0001666918396949768]","[0.32097163796424866, -0.7572336196899414, -0.26124855875968933, -0.09395517408847809, -0.19364941120147705, -0.03309754654765129, -0.41043391823768616, 1.0, -1.0]"
252,"[0.0, 0.0, -0.1201658844947815, -0.8063950538635254, -1.000130295753479, -0.6476912498474121, -0.05262792110443115, 1.0, -0.5060993432998657, 0.03746844455599785, 0.0, 0.04025932773947716, 0.03347257897257805, -0.06425374001264572, 0.0, 0.20531065762043, 0.021218474954366684, 0.0, -0.03786063194274902, 0.023042136803269386, 0.005825161933898926, 0.3633180558681488, -7.523241947637871e-05]","[0.2614052891731262, -0.7139342427253723, -0.23737850785255432, -0.3432158827781677, -0.410266250371933, 0.14965307712554932, -0.6007966995239258, 0.9909670948982239, -1.0]"
253,"[0.0, 0.0, -0.11989659070968628, -0.8057835102081299, -1.0001895427703857, -0.6482113599777222, -0.05350524187088013, 1.0, -0.49431276321411133, 0.05164460092782974, 0.0, 0.067743681371212, 0.05302702262997627, -0.09931164979934692, 0.0, 0.21701882779598236, 0.021322859451174736, 0.0, -0.0379033088684082, 0.023109661415219307, 0.005653858184814453, 0.3630799651145935, 0.019246593117713928]","[-0.21329325437545776, -1.0, -0.4492747187614441, -0.5938305854797363, -0.3072650134563446, -0.08649501204490662, -0.2610311508178711, 0.9780783653259277, -1.0]"
254,"[0.0, 0.0, -0.1190565824508667, -0.8044600486755371, -1.000147819519043, -0.6467533707618713, -0.05467146635055542, 1.0, -0.4862332344055176, 0.047588374465703964, 0.0, 0.07663075625896454, 0.06335575878620148, -0.07081426680088043, 0.0, 0.18369583785533905, 0.020935941487550735, 0.0, -0.0378718376159668, 0.0228975061327219, 0.0045819878578186035, 0.3630717992782593, 0.03510661423206329]","[-0.2854618430137634, -1.0, -0.499836802482605, -0.8052434921264648, -0.2206438183784485, -0.12459821999073029, 0.03807905316352844, 0.8747459053993225, -1.0]"
255,"[0.0, 0.0, -0.11860793828964233, -0.8037840723991394, -1.0001450777053833, -0.6461747288703918, -0.05552035570144653, 1.0, -0.4825395345687866, 0.036068301647901535, 0.0, 0.054054297506809235, 0.04253756254911423, -0.05299914628267288, 0.0, 0.22612030804157257, 0.020923404023051262, 0.0, -0.0378880500793457, 0.022807763889431953, 0.0040454864501953125, 0.36302995681762695, 0.02510371059179306]","[0.02903994917869568, -1.0, -0.44607195258140564, -0.5334982872009277, -0.4343479573726654, -0.01566449925303459, -0.30171242356300354, 0.971469521522522, -1.0]"
256,"[0.0, 0.0, -0.11895692348480225, -0.803938627243042, -1.000177264213562, -0.646988034248352, -0.05707359313964844, 1.0, -0.481312096118927, 0.024950332939624786, 0.0, 0.03428142890334129, 0.027593228965997696, -0.09880808740854263, 0.0, 0.23390598595142365, 0.02144675888121128, 0.0, -0.037775516510009766, 0.02330617792904377, 0.004296600818634033, 0.3628956973552704, 0.03742951899766922]","[0.13418222963809967, -0.9519741535186768, -0.42894718050956726, -0.17409759759902954, -0.1720188558101654, -0.25395262241363525, -0.4128532409667969, 1.0, -1.0]"
257,"[0.0, 0.0, -0.11854386329650879, -0.8039056062698364, -1.0002235174179077, -0.6469769477844238, -0.05897843837738037, 1.0, -0.475979208946228, 0.03391389176249504, 0.0, 0.0731210857629776, 0.0361742340028286, -0.07697388529777527, 0.0, 0.1649060696363449, 0.02138364687561989, 0.0, -0.03772377967834473, 0.02325422503054142, 0.003935337066650391, 0.3631543517112732, 0.08364959061145782]","[-0.24214282631874084, -1.0, -0.4890088140964508, -0.6353511214256287, 0.1942627727985382, -0.04806867986917496, 0.32302168011665344, 0.5680862665176392, -1.0]"
258,"[0.0, 0.0, -0.11835956573486328, -0.8041857481002808, -1.0001356601715088, -0.6461933851242065, -0.06054586172103882, 1.0, -0.4789528250694275, 0.02197844535112381, 0.0, 0.04820651561021805, 0.020983316004276276, -0.08223845809698105, 0.0, 0.05746401101350784, 0.0206622127443552, 0.0, -0.03759407997131348, 0.023545319214463234, 0.0035716891288757324, 0.3635779023170471, 0.08988513052463531]","[-0.07303785532712936, -1.0, -0.3210907578468323, -0.3918653130531311, 0.29282060265541077, -0.21381552517414093, 0.3444148600101471, 0.3332899212837219, -1.0]"
259,"[0.0, 0.0, -0.11813342571258545, -0.8047844171524048, -1.0001671314239502, -0.64638751745224, -0.06124246120452881, 1.0, -0.48071908950805664, 0.020999694243073463, 0.0, 0.05635123327374458, 0.020355582237243652, -0.04302632063627243, 0.0, 0.13366377353668213, 0.019922254607081413, 0.0, -0.037628889083862305, 0.023497791960835457, 0.003563821315765381, 0.3639642596244812, 0.08291441947221756]","[0.012655876576900482, -1.0, -0.4742152690887451, -0.45894402265548706, 0.10551010817289352, -0.0996878519654274, 0.301612913608551, 0.5487561821937561, -1.0]"
260,"[0.0, 0.0, -0.11807030439376831, -0.8054968118667603, -1.0001002550125122, -0.646109938621521, -0.061609089374542236, 1.0, -0.4854833483695984, 0.01915743015706539, 0.0, 0.048342667520046234, 0.017584269866347313, -0.02646765485405922, 0.0, 0.04936607554554939, -0.009037988260388374, 0.0, -0.037638187408447266, 0.02372545190155506, 0.0035636425018310547, 0.36437973380088806, 0.08928848803043365]","[0.08952880650758743, -1.0, -0.5775362849235535, -0.3353814482688904, 0.4046446979045868, -0.4563051760196686, 0.17761464416980743, 0.2344333827495575, -1.0]"
261,"[0.0, 0.0, -0.11802679300308228, -0.8063510656356812, -1.0001311302185059, -0.6469544172286987, -0.06163376569747925, 1.0, -0.48752260208129883, 0.022615021094679832, 0.0, 0.049299318343400955, 0.016068056225776672, -0.032531607896089554, 0.0, 0.11853539943695068, 0.0028688700404018164, 0.0, -0.03763628005981445, 0.023733088746666908, 0.00390934944152832, 0.3647717833518982, 0.08876039832830429]","[0.05942440778017044, -1.0, -0.5513588786125183, -0.3533318340778351, 0.2085380256175995, -0.2655008137226105, 0.1538713425397873, 0.450540155172348, -1.0]"
262,"[0.0, 0.0, -0.11784785985946655, -0.8069859743118286, -1.000123143196106, -0.6472246646881104, -0.06143903732299805, 1.0, -0.48885494470596313, 0.025485260412096977, 0.0, 0.05402674898505211, 0.02431940846145153, -0.02906830981373787, 0.0, 0.10943847894668579, -0.00637689558789134, 0.0, -0.03763008117675781, 0.02373562939465046, 0.004032254219055176, 0.36520132422447205, 0.09592144191265106]","[0.013663731515407562, -0.9854786396026611, -0.5851473808288574, -0.4621908366680145, 0.31083258986473083, -0.32543671131134033, 0.15020065009593964, 0.3559816777706146, -1.0]"
263,"[0.0, 0.0, -0.11753970384597778, -0.8074610233306885, -1.000104308128357, -0.647186279296875, -0.061033010482788086, 1.0, -0.4913560152053833, 0.027752894908189774, 0.0, 0.056588780134916306, 0.02387395314872265, -0.03631870821118355, 0.0, 0.08179428428411484, -0.00938116479665041, 0.0, -0.03764796257019043, 0.0236810315400362, 0.0040090084075927734, 0.3656448423862457, 0.08914881944656372]","[-0.05784691125154495, -1.0, -0.6061511039733887, -0.4409666657447815, 0.394832044839859, -0.3831327557563782, 0.1776924431324005, 0.2854593098163605, -1.0]"
264,"[0.0, 0.0, -0.11734485626220703, -0.8080600500106812, -1.0000606775283813, -0.646871030330658, -0.06045711040496826, 1.0, -0.4965733289718628, 0.023299565538764, 0.0, 0.052302248775959015, 0.016189133748412132, -0.046285178512334824, 0.0, -0.022554298862814903, -0.018122060224413872, 0.0, -0.037743568420410156, 0.02379114367067814, 0.004002809524536133, 0.36603447794914246, 0.08165880292654037]","[-0.07334540039300919, -1.0, -0.6365307569503784, -0.2517937421798706, 0.558793842792511, -0.6216437220573425, 0.1913745105266571, 0.0090328399091959, -1.0]"
265,"[0.0, 0.0, -0.11770224571228027, -0.8087829351425171, -1.0000954866409302, -0.6475439071655273, -0.059526145458221436, 1.0, -0.49813395738601685, 0.01868215762078762, 0.0, 0.0330507755279541, 0.01621565781533718, -0.02607716992497444, 0.0, 0.10802441090345383, 0.0070570046082139015, 0.0, -0.037786245346069336, 0.02407810278236866, 0.004537403583526611, 0.3661091923713684, 0.01877538673579693]","[0.4799911379814148, -0.754604697227478, -0.3067248463630676, -0.1172994077205658, -0.020535118877887726, -0.04391655698418617, -0.30081918835639954, 0.8394709825515747, -1.0]"
266,"[0.0, 0.0, -0.11813539266586304, -0.8088918924331665, -1.0001991987228394, -0.6489800214767456, -0.059010326862335205, 1.0, -0.49351149797439575, 0.0407429039478302, 0.0, 0.047372687608003616, 0.032977525144815445, -0.09273719042539597, 0.0, 0.23058386147022247, 0.02077305316925049, 0.0, -0.03771400451660156, 0.02444525994360447, 0.00514829158782959, 0.36586904525756836, 0.00012581981718540192]","[0.07621899247169495, -0.8581486344337463, -0.3257572054862976, -0.30782967805862427, -0.40013280510902405, 0.030212368816137314, -0.4564758539199829, 1.0, -1.0]"
267,"[0.0, 0.0, -0.1179506778717041, -0.8085964322090149, -1.000115156173706, -0.6489992737770081, -0.05948275327682495, 1.0, -0.48805350065231323, 0.04849624261260033, 0.0, 0.06331613659858704, 0.035970721393823624, -0.04883643612265587, 0.0, 0.09558157622814178, 0.018413344398140907, 0.0, -0.03757739067077637, 0.024749064818024635, 0.004994392395019531, 0.3659590184688568, 0.050207410007715225]","[-0.2981001138687134, -1.0, -0.4864252507686615, -0.4750058352947235, 0.04950978606939316, -0.1711711287498474, 0.1656477004289627, 0.6573120951652527, -1.0]"
268,"[0.0, 0.0, -0.11740738153457642, -0.8084779381752014, -1.0001164674758911, -0.6486561894416809, -0.059496164321899414, 1.0, -0.4839947819709778, 0.038961902260780334, 0.0, 0.06442833691835403, 0.03626806288957596, -0.045136161148548126, 0.0, 0.11646608263254166, 0.0020558745600283146, 0.0, -0.03767585754394531, 0.02469685859978199, 0.004649102687835693, 0.36619094014167786, 0.06824994087219238]","[-0.19688111543655396, -1.0, -0.5625360012054443, -0.5534958243370056, 0.18212473392486572, -0.2404637336730957, 0.12114616483449936, 0.5518375635147095, -1.0]"
269,"[0.0, 0.0, -0.11722683906555176, -0.8086704611778259, -1.0000745058059692, -0.648152768611908, -0.059395551681518555, 1.0, -0.48421144485473633, 0.025194838643074036, 0.0, 0.052040714770555496, 0.02442200481891632, -0.04585405811667442, 0.0, 0.01816887967288494, -0.004450637847185135, 0.0, -0.03770303726196289, 0.024875501170754433, 0.0044890642166137695, 0.3664364516735077, 0.05925223231315613]","[-0.0190073624253273, -1.0, -0.5424025654792786, -0.24672947824001312, 0.3366749584674835, -0.4831748604774475, 0.06214231997728348, 0.4254002571105957, -1.0]"
270,"[0.0, 0.0, -0.11765962839126587, -0.8091709613800049, -1.000113606452942, -0.6490657329559326, -0.059220850467681885, 1.0, -0.48137301206588745, 0.0189399141818285, 0.0, 0.03432072699069977, 0.018949097022414207, -0.034108374267816544, 0.0, 0.1377270370721817, 0.020137954503297806, 0.0, -0.03767752647399902, 0.02520381100475788, 0.005011439323425293, 0.3663754165172577, 0.0008497578091919422]","[0.5209123492240906, -0.7685297131538391, -0.1964453160762787, -0.23734872043132782, -0.25280237197875977, 0.1915925145149231, -0.25438594818115234, 0.9076539278030396, -1.0]"
271,"[0.0, 0.0, -0.11784201860427856, -0.8090348243713379, -1.000190258026123, -0.6499176025390625, -0.05934995412826538, 1.0, -0.47346192598342896, 0.04052608832716942, 0.0, 0.055991631001234055, 0.0402359813451767, -0.08996891230344772, 0.0, 0.18902117013931274, 0.02070869319140911, 0.0, -0.03764700889587402, 0.02543596364557743, 0.005267739295959473, 0.36615774035453796, 0.015604221262037754]","[-0.05404204875230789, -1.0, -0.40530750155448914, -0.37967926263809204, -0.23138371109962463, -0.0954107940196991, -0.27402636408805847, 0.9964936971664429, -1.0]"
272,"[0.0, 0.0, -0.11709380149841309, -0.8082113862037659, -1.0001311302185059, -0.6488316059112549, -0.059912800788879395, 1.0, -0.4675689935684204, 0.04482889175415039, 0.0, 0.07690756022930145, 0.05280942842364311, -0.0669160708785057, 0.0, 0.08490089327096939, 0.009213803336024284, 0.0, -0.037615060806274414, 0.025236280634999275, 0.004478096961975098, 0.36632582545280457, 0.07103589177131653]","[-0.41881075501441956, -1.0, -0.49445921182632446, -0.7167500257492065, 0.3124944865703583, -0.18523579835891724, 0.382914662361145, 0.47150206565856934, -1.0]"
273,"[0.0, 0.0, -0.1164391040802002, -0.8078880310058594, -1.000066876411438, -0.6476730108261108, -0.059787094593048096, 1.0, -0.4692509174346924, 0.02925082854926586, 0.0, 0.05462047457695007, 0.036082200706005096, -0.033726535737514496, 0.0, 0.07196690142154694, -0.004053197801113129, 0.0, -0.03767871856689453, 0.02501511014997959, 0.0038579702377319336, 0.3666209280490875, 0.07427610456943512]","[-0.07033539563417435, -1.0, -0.5472068190574646, -0.4793703556060791, 0.27944159507751465, -0.37711861729621887, 0.09587439149618149, 0.4376017153263092, -1.0]"
274,"[0.0, 0.0, -0.11682254076004028, -0.8084483742713928, -1.000109314918518, -0.6486693620681763, -0.059553563594818115, 1.0, -0.4711548686027527, 0.016592666506767273, 0.0, 0.033772364258766174, 0.016243161633610725, -0.06170715019106865, 0.0, 0.05731246620416641, 0.013773753307759762, 0.0, -0.03771853446960449, 0.025323936715722084, 0.004397749900817871, 0.3665492534637451, 0.01629641465842724]","[0.3365632891654968, -0.8809788823127747, -0.23929363489151, 0.04996122792363167, -0.027398131787776947, -0.24736647307872772, -0.15726836025714874, 0.8735511898994446, -1.0]"
275,"[0.0, 0.0, -0.11710202693939209, -0.8085921406745911, -1.0001685619354248, -0.6496611833572388, -0.05957520008087158, 1.0, -0.4677337408065796, 0.0285597275942564, 0.0, 0.05153317376971245, 0.0283991489559412, -0.08347746729850769, 0.0, 0.15090572834014893, 0.020613420754671097, 0.0, -0.03764796257019043, 0.02552919276058674, 0.004793643951416016, 0.36643388867378235, 0.020383775234222412]","[0.049745723605155945, -1.0, -0.41582125425338745, -0.22235164046287537, -0.1308220624923706, -0.13574039936065674, -0.15174485743045807, 0.945788562297821, -1.0]"
276,"[0.0, 0.0, -0.11693859100341797, -0.8082266449928284, -1.0001662969589233, -0.649448037147522, -0.059811174869537354, 1.0, -0.4621371030807495, 0.034010399132966995, 0.0, 0.05546620488166809, 0.03735722228884697, -0.09339381009340286, 0.0, 0.1949302703142166, 0.02111262083053589, 0.0, -0.037554264068603516, 0.025583447888493538, 0.004582405090332031, 0.3664660155773163, 0.04366239160299301]","[-0.13971170783042908, -1.0, -0.49592846632003784, -0.38129815459251404, -0.11366067081689835, -0.19742746651172638, -0.11622250825166702, 0.8876673579216003, -1.0]"
277,"[0.0, 0.0, -0.11643046140670776, -0.8081499338150024, -1.0001429319381714, -0.6490334272384644, -0.0601080060005188, 1.0, -0.4591308832168579, 0.03358068689703941, 0.0, 0.06332474946975708, 0.03598184883594513, -0.04611280933022499, 0.0, 0.12840819358825684, 0.017426444217562675, 0.0, -0.03764009475708008, 0.025436827912926674, 0.004221916198730469, 0.36669281125068665, 0.0749831348657608]","[-0.1928221583366394, -1.0, -0.46471548080444336, -0.5494056940078735, 0.10031109303236008, -0.10921530425548553, 0.24256892502307892, 0.5809162855148315, -1.0]"
278,"[0.0, 0.0, -0.11646723747253418, -0.8082549571990967, -1.000084638595581, -0.6487762331962585, -0.06022697687149048, 1.0, -0.46175533533096313, 0.020421285182237625, 0.0, 0.04232802987098694, 0.029788052663207054, -0.04344416782259941, 0.0, 0.03242417424917221, -0.0022610859014093876, 0.0, -0.037635087966918945, 0.0256838146597147, 0.004185795783996582, 0.36675411462783813, 0.024327844381332397]","[0.29862871766090393, -0.8359676599502563, -0.3561122715473175, -0.16345487534999847, 0.17165854573249817, -0.3135060667991638, -0.3060798943042755, 0.7751575708389282, -1.0]"
279,"[0.0, 0.0, -0.11670345067977905, -0.8083977103233337, -1.0001707077026367, -0.6500273942947388, -0.06072437763214111, 1.0, -0.45829832553863525, 0.030200494453310966, 0.0, 0.04679631069302559, 0.026515334844589233, -0.08686287701129913, 0.0, 0.1649288833141327, 0.02068682387471199, 0.0, -0.03756546974182129, 0.025844896212220192, 0.004586160182952881, 0.3666282594203949, 0.02326427400112152]","[0.020476430654525757, -1.0, -0.426750123500824, -0.16999731957912445, -0.139713853597641, -0.19139356911182404, -0.19887106120586395, 0.9650058746337891, -1.0]"
280,"[0.0, 0.0, -0.11634624004364014, -0.8083041906356812, -1.000161051750183, -0.6499649286270142, -0.061526715755462646, 1.0, -0.4539613723754883, 0.03225978836417198, 0.0, 0.06415688246488571, 0.0336308553814888, -0.08828847855329514, 0.0, 0.11160587519407272, 0.020636161789298058, 0.0, -0.037526845932006836, 0.025802621617913246, 0.004333376884460449, 0.36683082580566406, 0.07477143406867981]","[-0.27529242634773254, -1.0, -0.44350218772888184, -0.48419418931007385, 0.24366188049316406, -0.140326127409935, 0.32038164138793945, 0.517118513584137, -1.0]"
281,"[0.0, 0.0, -0.11582118272781372, -0.808343231678009, -1.000095248222351, -0.6490864753723145, -0.06178969144821167, 1.0, -0.45393455028533936, 0.020727884024381638, 0.0, 0.055545639246702194, 0.027537157759070396, -0.06202869489789009, 0.0, 0.035543397068977356, 0.00991042796522379, 0.0, -0.03754544258117676, 0.025611670687794685, 0.003872513771057129, 0.3672320246696472, 0.09371807426214218]","[-0.12554559111595154, -1.0, -0.4058579206466675, -0.4274841845035553, 0.34390169382095337, -0.25249579548835754, 0.38178619742393494, 0.2610577940940857, -1.0]"
282,"[0.0, 0.0, -0.11570626497268677, -0.8089990615844727, -1.000119924545288, -0.6488508582115173, -0.061285555362701416, 1.0, -0.45628517866134644, 0.01708812266588211, 0.0, 0.04912469908595085, 0.013516603969037533, -0.040732692927122116, 0.0, 0.1043672189116478, 0.00752284238114953, 0.0, -0.0376276969909668, 0.0256235022097826, 0.003918051719665527, 0.3676077425479889, 0.0779629647731781]","[0.04526989907026291, -1.0, -0.513645350933075, -0.2799711525440216, 0.17090648412704468, -0.261371910572052, 0.20837931334972382, 0.48911190032958984, -1.0]"
283,"[0.0, 0.0, -0.1160728931427002, -0.8097192645072937, -1.0000981092453003, -0.6492635011672974, -0.06072556972503662, 1.0, -0.45984965562820435, 0.013105194084346294, 0.0, 0.03458772227168083, 0.016587939113378525, -0.02981971763074398, 0.0, 0.07352572679519653, 0.006349756848067045, 0.0, -0.037642478942871094, 0.02592042274773121, 0.004361152648925781, 0.36771148443222046, 0.025497697293758392]","[0.4377186894416809, -0.857515811920166, -0.31977635622024536, -0.05948697030544281, 0.05239998549222946, -0.17902497947216034, -0.19035445153713226, 0.7931074500083923, -1.0]"
284,"[0.0, 0.0, -0.11644506454467773, -0.809853196144104, -1.0001949071884155, -0.6501712799072266, -0.06031513214111328, 1.0, -0.45763862133026123, 0.035056885331869125, 0.0, 0.04960587993264198, 0.031867485493421555, -0.0796506479382515, 0.0, 0.22910816967487335, 0.0206503476947546, 0.0, -0.03759050369262695, 0.026232043281197548, 0.004800915718078613, 0.36755210161209106, 0.007576188072562218]","[0.06474633514881134, -0.9143517017364502, -0.35917630791664124, -0.30919328331947327, -0.38765445351600647, 0.0269460566341877, -0.3838094472885132, 1.0, -1.0]"
285,"[0.0, 0.0, -0.11652475595474243, -0.8094204664230347, -1.0001345872879028, -0.6502387523651123, -0.060749948024749756, 1.0, -0.4546636939048767, 0.041356902569532394, 0.0, 0.051065266132354736, 0.04032986983656883, -0.05829080566763878, 0.0, 0.1447199583053589, 0.02071671560406685, 0.0, -0.037461042404174805, 0.026612097397446632, 0.004746615886688232, 0.3674008846282959, 0.00221822876483202]","[0.049531303346157074, -0.9485247135162354, -0.30862101912498474, -0.41583555936813354, -0.30448201298713684, -0.02066885679960251, -0.27760049700737, 0.9862555861473083, -1.0]"
286,"[0.0, 0.0, -0.11600631475448608, -0.8090710639953613, -1.000146508216858, -0.6502400636672974, -0.0614740252494812, 1.0, -0.45071661472320557, 0.04638449475169182, 0.0, 0.06808855384588242, 0.0450529046356678, -0.046283040195703506, 0.0, 0.17238035798072815, 0.015202084556221962, 0.0, -0.0375218391418457, 0.02653786726295948, 0.004402577877044678, 0.3674751818180084, 0.06871287524700165]","[-0.3267580568790436, -1.0, -0.4666728377342224, -0.6522698402404785, -0.02692817896604538, -0.08477230370044708, 0.11564841121435165, 0.7011868953704834, -1.0]"
287,"[0.0, 0.0, -0.11549234390258789, -0.8089919090270996, -1.0001394748687744, -0.6498477458953857, -0.061876773834228516, 1.0, -0.44902485609054565, 0.03447771444916725, 0.0, 0.057883571833372116, 0.03144978731870651, -0.051122959703207016, 0.0, 0.173848494887352, 0.018779326230287552, 0.0, -0.03752326965332031, 0.026485973969101906, 0.004034101963043213, 0.3677937388420105, 0.07781331241130829]","[-0.18456429243087769, -1.0, -0.4592183232307434, -0.48592016100883484, -0.008008264005184174, -0.08307421207427979, 0.10344275087118149, 0.6676854491233826, -1.0]"
288,"[0.0, 0.0, -0.11546593904495239, -0.8095818758010864, -1.000083565711975, -0.649897038936615, -0.06228029727935791, 1.0, -0.4510555863380432, 0.017731990665197372, 0.0, 0.047082092612981796, 0.015346062369644642, -0.03804069757461548, 0.0, 0.011692846193909645, -0.006578970234841108, 0.0, -0.03753185272216797, 0.02670747973024845, 0.004114806652069092, 0.368089497089386, 0.07137542217969894]","[0.02049858123064041, -1.0, -0.5267701745033264, -0.1839005947113037, 0.3517765998840332, -0.5038314461708069, 0.164536714553833, 0.3040468096733093, -1.0]"
