,X,Y
137,"[0.0, 0.0, -0.16241377592086792, -0.8072720170021057, -1.0002799034118652, -0.5387420654296875, 0.05489552021026611, 1.0, -0.8560661673545837, 0.1183127909898758, 0.0, 0.10978075116872787, 0.0037447400391101837, 0.02262384444475174, 0.0, 0.22566917538642883, 0.00046339724212884903, 0.0, -0.04711651802062988, -0.006684144958853722, 0.011479616165161133, 0.33462268114089966, 0.2958844006061554]","[0.16426897048950195, -0.6261426210403442, -0.2780151963233948, -1.0, 0.058994121849536896, -0.11632443964481354, -0.05868397653102875, 0.11639750003814697, -1.0]"
138,"[0.0, 0.0, -0.16074931621551514, -0.8084747791290283, -1.0002764463424683, -0.541732132434845, 0.05987393856048584, 1.0, -0.847429096698761, 0.12029687315225601, 0.0, 0.11279772967100143, 0.00872118305414915, 0.024409910663962364, 0.0, 0.22794468700885773, -0.004723814781755209, 0.0, -0.046767234802246094, -0.006284734234213829, 0.011885106563568115, 0.33676859736442566, 0.2674338221549988]","[0.09391356259584427, -0.5925000309944153, -0.2786961793899536, -1.0, 0.03773823380470276, -0.1348714530467987, -0.10070519894361496, 0.08926597237586975, -1.0]"
139,"[0.0, 0.0, -0.16029894351959229, -0.809779942035675, -1.0002670288085938, -0.5469629168510437, 0.061292052268981934, 1.0, -0.8644602298736572, 0.1186356469988823, 0.0, 0.06798717379570007, -0.022598212584853172, -0.10077935457229614, 0.0, -0.1264810413122177, 0.024745995178818703, 0.0, -0.0462186336517334, -0.005329860374331474, 0.013168871402740479, 0.3379213511943817, 0.00011354043090250343]","[0.1282190978527069, -0.6604598164558411, 0.2023756206035614, 0.36059001088142395, 0.0375506654381752, -0.0027586929500102997, -0.5723698139190674, -0.015895484015345573, -1.0]"
140,"[0.0, 0.0, -0.16082584857940674, -0.8091512322425842, -1.000314712524414, -0.5518395900726318, 0.05930054187774658, 1.0, -0.8760930299758911, 0.10353051871061325, 0.0, 0.03477593511343002, 0.0203291866928339, -0.19246289134025574, 0.0, -0.18620198965072632, 0.02841383032500744, 0.0, -0.04524707794189453, -0.004471702501177788, 0.014226973056793213, 0.3377634882926941, -0.08219565451145172]","[0.39896875619888306, -0.058434173464775085, 0.8381454348564148, -0.0735478401184082, -0.42201822996139526, 0.03644247725605965, -0.34487369656562805, 0.4288146197795868, -1.0]"
141,"[0.0, 0.0, -0.16043448448181152, -0.8074669241905212, -1.0003083944320679, -0.5554968118667603, 0.05634176731109619, 1.0, -0.877959668636322, 0.11106639355421066, 0.0, 0.06706448644399643, 0.06695469468832016, -0.12383567541837692, 0.0, -0.009394526481628418, 0.02908911183476448, 0.0, -0.04547619819641113, -0.004389127716422081, 0.014210939407348633, 0.33672332763671875, -0.13196073472499847]","[0.42817336320877075, -0.27130985260009766, 0.5840237140655518, -0.8568222522735596, -0.6531081795692444, 0.22052408754825592, -0.09050256758928299, 0.45921042561531067, -1.0]"
142,"[0.0, 0.0, -0.16010433435440063, -0.8046908378601074, -1.000320315361023, -0.5575200915336609, 0.058583617210388184, 1.0, -0.8686281442642212, 0.12854306399822235, 0.0, 0.07349496334791183, 0.06885013729333878, -0.22514708340168, 0.0, 0.2178812474012375, 0.03036087192595005, 0.0, -0.0452423095703125, -0.0041063036769628525, 0.014198839664459229, 0.33573806285858154, -0.1691175401210785]","[0.3353046774864197, -0.24036487936973572, 0.8140290379524231, -1.0, -0.7701196074485779, 0.1824912130832672, -0.5766853094100952, 0.5196511149406433, -1.0]"
143,"[0.0, 0.0, -0.15932506322860718, -0.8014192581176758, -1.0003464221954346, -0.5589739084243774, 0.05852639675140381, 1.0, -0.8642448782920837, 0.1279626339673996, 0.0, 0.07160019129514694, 0.08908999711275101, -0.19034652411937714, 0.0, 0.06271255016326904, 0.03254183009266853, 0.0, -0.045298099517822266, -0.003948463127017021, 0.013485848903656006, 0.33458277583122253, -0.14974747598171234]","[0.27088719606399536, -0.42534542083740234, 0.5782713890075684, -1.0, -0.6376205682754517, 0.09419573843479156, -0.23883788287639618, 0.5573279857635498, -1.0]"
144,"[0.0, 0.0, -0.15914690494537354, -0.7981128692626953, -1.0002425909042358, -0.5608617067337036, 0.05675947666168213, 1.0, -0.8666727542877197, 0.13153867423534393, 0.0, 0.04471750184893608, 0.08923085033893585, -0.17881077527999878, 0.0, -0.20182643830776215, 0.02622699737548828, 0.0, -0.044645071029663086, -0.003168521448969841, 0.013078927993774414, 0.33351004123687744, -0.16446875035762787]","[0.21848160028457642, -0.2828969359397888, 0.7412251830101013, -0.979002058506012, -0.5982384085655212, -0.21473729610443115, 0.12383299320936203, 0.6850336194038391, -1.0]"
145,"[0.0, 0.0, -0.1590396761894226, -0.7946568131446838, -1.0003302097320557, -0.5649242997169495, 0.05628049373626709, 1.0, -0.8647663593292236, 0.15528380870819092, 0.0, 0.04158967733383179, 0.08468081802129745, -0.20141728222370148, 0.0, 0.04576070234179497, 0.031574547290802, 0.0, -0.04445338249206543, -0.0026401337236166, 0.013294100761413574, 0.3317888677120209, -0.2686077654361725]","[0.22033151984214783, -0.28767621517181396, 1.0, -1.0, -0.7939162850379944, -0.2700228691101074, -0.3995562493801117, 0.4608593285083771, -1.0]"
146,"[0.0, 0.0, -0.15859782695770264, -0.7903441190719604, -1.0003775358200073, -0.5671923160552979, 0.056545376777648926, 1.0, -0.8605156540870667, 0.13875918090343475, 0.0, 0.045719537883996964, 0.09831934422254562, -0.3088575005531311, 0.0, 0.2162836343050003, 0.03504296764731407, 0.0, -0.04436373710632324, -0.0022447388619184494, 0.012859106063842773, 0.3299260139465332, -0.24990928173065186]","[0.20393821597099304, -0.2117363065481186, 1.0, -1.0, -0.5626538991928101, -0.33373793959617615, -0.7928897738456726, 0.531391978263855, -1.0]"
147,"[0.0, 0.0, -0.1575319766998291, -0.7857528924942017, -1.000313401222229, -0.5682544708251953, 0.05572521686553955, 1.0, -0.8458303213119507, 0.1163029819726944, 0.0, 0.0387498140335083, 0.08772053569555283, -0.2696342170238495, 0.0, 0.2218407243490219, 0.0361395888030529, 0.0, -0.044336557388305664, -0.0023016687482595444, 0.011667013168334961, 0.328389436006546, -0.19968193769454956]","[0.29238656163215637, -0.22862398624420166, 1.0, -1.0, -0.6300668716430664, -0.26253587007522583, -0.7942635416984558, 0.6897561550140381, -1.0]"
148,"[0.0, 0.0, -0.15584170818328857, -0.782157838344574, -1.0003421306610107, -0.569465160369873, 0.05376160144805908, 1.0, -0.8320711851119995, 0.1288730949163437, 0.0, 0.06436354666948318, 0.07846265286207199, -0.27479028701782227, 0.0, 0.22410689294338226, 0.0348193421959877, 0.0, -0.04458785057067871, -0.0022827889770269394, 0.010208666324615479, 0.3275162875652313, -0.06645864248275757]","[-0.1377004086971283, -0.8743866086006165, 0.05591505020856857, -0.8419146537780762, -0.6813063621520996, -0.06031888350844383, -0.8622698187828064, 1.0, -1.0]"
149,"[0.0, 0.0, -0.15357345342636108, -0.7796324491500854, -1.0003539323806763, -0.5707733631134033, 0.05059194564819336, 1.0, -0.8273807168006897, 0.1324334591627121, 0.0, 0.07651939243078232, 0.07035559415817261, -0.22186756134033203, 0.0, 0.23212681710720062, 0.03176898881793022, 0.0, -0.04493451118469238, -0.002310892567038536, 0.008508503437042236, 0.3274933695793152, 0.011676743626594543]","[-0.4182698130607605, -1.0, -0.4964216351509094, -0.7136143445968628, -0.43876898288726807, -0.3431205153465271, -0.7584667205810547, 1.0, -1.0]"
150,"[0.0, 0.0, -0.15251290798187256, -0.7773652076721191, -1.000241756439209, -0.5732882022857666, 0.04618048667907715, 1.0, -0.8467100858688354, 0.14392580091953278, 0.0, 0.06644503772258759, 0.03252162039279938, -0.13876034319400787, 0.0, 0.16195997595787048, 0.029850784689188004, 0.0, -0.04395127296447754, -0.0015086960047483444, 0.007736802101135254, 0.3278120160102844, -0.05940943956375122]","[-0.1262282431125641, -0.872212827205658, -0.10927369445562363, -0.6172608733177185, -0.8725323677062988, 0.05252831056714058, -0.7408114671707153, 1.0, -1.0]"
151,"[0.0, 0.0, -0.15127348899841309, -0.7765319347381592, -1.0003705024719238, -0.5779955387115479, 0.04088187217712402, 1.0, -0.8510204553604126, 0.1358182281255722, 0.0, 0.04747356101870537, 0.02025276981294155, -0.27623212337493896, 0.0, 0.2246229648590088, 0.03490710258483887, 0.0, -0.04397439956665039, -0.0009572114795446396, 0.007494926452636719, 0.3278840184211731, -2.851337194442749e-05]","[-0.36779847741127014, -1.0, -0.461657851934433, -0.23477500677108765, -0.2190837860107422, -0.48263517022132874, -0.8588427901268005, 1.0, -1.0]"
152,"[0.0, 0.0, -0.1495215892791748, -0.7765938639640808, -1.0003180503845215, -0.5838280916213989, 0.03426659107208252, 1.0, -0.8460063934326172, 0.10987597703933716, 0.0, 0.07464203238487244, 0.009214854799211025, -0.20497873425483704, 0.0, 0.13980095088481903, 0.031230440363287926, 0.0, -0.04465937614440918, -0.00135095976293087, 0.007312476634979248, 0.3279963433742523, 0.00011733546853065491]","[-0.17448586225509644, -1.0, -0.57998126745224, -0.26303744316101074, -0.058080412447452545, -0.2410741150379181, -0.3938150405883789, 0.9212032556533813, -1.0]"
153,"[0.0, 0.0, -0.14957338571548462, -0.775524377822876, -1.0004581212997437, -0.5847882032394409, 0.027300119400024414, 1.0, -0.8515020608901978, 0.09789091348648071, 0.0, 0.02754361741244793, 0.00668330816552043, -0.3338967263698578, 0.0, 0.21927528083324432, 0.0378926657140255, 0.0, -0.04323124885559082, 0.000329064205288887, 0.006688058376312256, 0.3285910189151764, 0.016997143626213074]","[-0.20672625303268433, -1.0, -0.3697502613067627, -0.02548011764883995, 0.05584213137626648, -0.6280878782272339, -0.7293925285339355, 1.0, -0.8752604722976685]"
154,"[0.0, 0.0, -0.1476035714149475, -0.7765564918518066, -1.0002650022506714, -0.5920175313949585, 0.01937997341156006, 1.0, -0.8420699834823608, 0.08592316508293152, 0.0, 0.10223498195409775, -0.005251230206340551, -0.1456640660762787, 0.0, 0.04135563597083092, 0.028030602261424065, 0.0, -0.04448103904724121, -0.0007960330694913864, 0.006816208362579346, 0.3286241292953491, 0.008038561791181564]","[-0.08349839597940445, -1.0, -0.6291384100914001, -0.3404048979282379, 0.26909205317497253, -0.03554720804095268, 0.20054838061332703, 0.5120620131492615, -1.0]"
155,"[0.0, 0.0, -0.14762628078460693, -0.7760286927223206, -1.0004630088806152, -0.5928260684013367, 0.012147307395935059, 1.0, -0.8441630601882935, 0.08252415060997009, 0.0, 0.05942269042134285, -0.003246051026508212, -0.3222547769546509, 0.0, 0.22543926537036896, 0.036185238510370255, 0.0, -0.04330801963806152, 0.0005934778600931168, 0.006203413009643555, 0.3292723000049591, 0.018000733107328415]","[-0.19455108046531677, -1.0, -0.6357831358909607, -0.11491914093494415, 0.2598855197429657, -0.42737773060798645, -0.3211436867713928, 0.9062484502792358, -1.0]"
156,"[0.0, 0.0, -0.14576804637908936, -0.7770216464996338, -1.0002251863479614, -0.5986388921737671, 0.004719734191894531, 1.0, -0.8365753293037415, 0.07094889134168625, 0.0, 0.09562265127897263, 0.005775427911430597, -0.12824589014053345, 0.0, 0.0441988967359066, 0.026057207956910133, 0.0, -0.04445028305053711, -0.0004884060472249985, 0.006133913993835449, 0.3293726444244385, 0.03702070564031601]","[-0.034729816019535065, -1.0, -0.7112494707107544, -0.45126307010650635, 0.4086633622646332, -0.1348281353712082, 0.362605482339859, 0.3459828794002533, -1.0]"
157,"[0.0, 0.0, -0.1446031928062439, -0.7775272130966187, -1.0003163814544678, -0.6014874577522278, -0.001756906509399414, 1.0, -0.8313177824020386, 0.07302159816026688, 0.0, 0.1019725576043129, -0.008790445514023304, -0.2095441371202469, 0.0, 0.22166812419891357, 0.028556514531373978, 0.0, -0.04455447196960449, -0.0005645211786031723, 0.005668520927429199, 0.33002474904060364, 0.040003858506679535]","[-0.19889894127845764, -1.0, -0.8988546133041382, -0.3807993531227112, 0.35998693108558655, -0.16655588150024414, 0.15392546355724335, 0.6326608657836914, -1.0]"
158,"[0.0, 0.0, -0.14432162046432495, -0.7779659032821655, -1.0004096031188965, -0.6019346714019775, -0.007616996765136719, 1.0, -0.8285252451896667, 0.06537264585494995, 0.0, 0.09762369841337204, -0.029419606551527977, -0.2521269619464874, 0.0, 0.24268899857997894, 0.029724735766649246, 0.0, -0.04357409477233887, 0.0004849005490541458, 0.005127251148223877, 0.33122384548187256, 0.024372242391109467]","[-0.18842670321464539, -1.0, -0.8962428569793701, -0.2013481855392456, 0.4166705310344696, -0.19883845746517181, 0.15789775550365448, 0.709615170955658, -1.0]"
159,"[0.0, 0.0, -0.14287209510803223, -0.7790941596031189, -1.0001906156539917, -0.6060905456542969, -0.012940526008605957, 1.0, -0.8271737098693848, 0.04819856211543083, 0.0, 0.06608320027589798, 0.013909694738686085, -0.12227250635623932, 0.0, 0.10610444843769073, 0.02448352240025997, 0.0, -0.044476985931396484, -0.00033099018037319183, 0.005127251148223877, 0.33146587014198303, 0.07816006243228912]","[0.17466825246810913, -1.0, -0.5710679292678833, -0.5648155212402344, 0.4588216245174408, -0.2170921117067337, 0.1786181479692459, 0.33203890919685364, -1.0]"
160,"[0.0, 0.0, -0.14199000597000122, -0.7798072099685669, -1.0002641677856445, -0.6086024641990662, -0.017680644989013672, 1.0, -0.8209291100502014, 0.059283334761857986, 0.0, 0.09570947289466858, -0.003160466207191348, -0.146278977394104, 0.0, 0.17902277410030365, 0.02471005730330944, 0.0, -0.04455137252807617, -0.00044689886271953583, 0.004956483840942383, 0.3320922255516052, 0.064046710729599]","[-0.07419479638338089, -1.0, -0.909540057182312, -0.5072227716445923, 0.4936714470386505, -0.11288240551948547, 0.35514408349990845, 0.4088394045829773, -1.0]"
161,"[0.0, 0.0, -0.140822172164917, -0.7806153297424316, -1.0002487897872925, -0.6106420755386353, -0.02159672975540161, 1.0, -0.8165166974067688, 0.0558675117790699, 0.0, 0.09035687893629074, 0.0012743592960759997, -0.1473153680562973, 0.0, 0.20581106841564178, 0.024355700239539146, 0.0, -0.04472541809082031, -0.0006838198751211166, 0.004634261131286621, 0.33291172981262207, 0.12735646963119507]","[-0.02032960206270218, -1.0, -0.7480292320251465, -0.6921913623809814, 0.7152672410011292, -0.040683526545763016, 0.2910792827606201, 0.21620380878448486, -1.0]"
162,"[0.0, 0.0, -0.1402105689048767, -0.7814940810203552, -1.0003043413162231, -0.610687792301178, -0.024753987789154053, 1.0, -0.8139218688011169, 0.05836326628923416, 0.0, 0.10765814781188965, -0.020423168316483498, -0.14450721442699432, 0.0, 0.25269487500190735, 0.024410944432020187, 0.0, -0.04405927658081055, -2.4324283003807068e-05, 0.0041664838790893555, 0.33436262607574463, 0.11199424415826797]","[-0.11464130133390427, -1.0, -0.9553745985031128, -0.6067180633544922, 0.7085365056991577, 0.006197739392518997, 0.3893570899963379, 0.24826379120349884, -1.0]"
163,"[0.0, 0.0, -0.1389269232749939, -0.7829746007919312, -1.0002132654190063, -0.6127783060073853, -0.027120530605316162, 1.0, -0.8138303756713867, 0.046434175223112106, 0.0, 0.07913228869438171, -0.009449733421206474, -0.128805473446846, 0.0, 0.21827064454555511, 0.023543614894151688, 0.0, -0.0443267822265625, -0.0003473367542028427, 0.004072368144989014, 0.3355344533920288, 0.20601224899291992]","[0.19695091247558594, -0.9998874068260193, -0.6398234963417053, -0.7111663222312927, 0.6939024925231934, -0.05862807482481003, 0.23917682468891144, 0.23051586747169495, -0.8457247018814087]"
164,"[0.0, 0.0, -0.13767170906066895, -0.7847201228141785, -1.0002098083496094, -0.614715576171875, -0.02890855073928833, 1.0, -0.8117128610610962, 0.05589292198419571, 0.0, 0.09870767593383789, -0.018579943105578423, -0.08836032450199127, 0.0, 0.17293038964271545, 0.022340640425682068, 0.0, -0.04441714286804199, -0.0005246531218290329, 0.004040837287902832, 0.3370401859283447, 0.21917280554771423]","[0.025875799357891083, -1.0, -0.7395309805870056, -0.7208612561225891, 0.8207734823226929, -0.018821479752659798, 0.5336418747901917, 0.018134312704205513, -1.0]"
165,"[0.0, 0.0, -0.13686686754226685, -0.7865443825721741, -1.000274658203125, -0.6150369644165039, -0.029664695262908936, 1.0, -0.8112342357635498, 0.061164140701293945, 0.0, 0.11193156242370605, -0.039796531200408936, -0.11772914230823517, 0.0, 0.25618335604667664, 0.02316068671643734, 0.0, -0.04378867149353027, 0.00010550953447818756, 0.0039250850677490234, 0.3391292095184326, 0.2107067108154297]","[-0.09589488059282303, -1.0, -0.8238980770111084, -0.7397682070732117, 0.9219880700111389, 0.04675449803471565, 0.46785545349121094, 0.0030298326164484024, -1.0]"
166,"[0.0, 0.0, -0.1355137825012207, -0.7887845039367676, -1.0002113580703735, -0.6168088316917419, -0.029616951942443848, 1.0, -0.8116161227226257, 0.05241144448518753, 0.0, 0.0908597856760025, -0.033071622252464294, -0.1159880980849266, 0.0, 0.25691062211990356, 0.02309918962419033, 0.0, -0.04381728172302246, -3.0433759093284607e-05, 0.004077494144439697, 0.341063529253006, 0.28383898735046387]","[0.11799453943967819, -0.9750107526779175, -0.7233912944793701, -0.6244943141937256, 0.7388631105422974, 0.0015505291521549225, 0.34505972266197205, 0.25644662976264954, -0.8206896781921387]"
167,"[0.0, 0.0, -0.1341952085494995, -0.7911888360977173, -1.0002076625823975, -0.6182515621185303, -0.028934597969055176, 1.0, -0.8101373314857483, 0.058655668050050735, 0.0, 0.10514219850301743, -0.03430044278502464, -0.0712505429983139, 0.0, 0.20742905139923096, 0.022109655663371086, 0.0, -0.04372262954711914, -5.8298930525779724e-05, 0.004245400428771973, 0.34323519468307495, 0.28544881939888]","[-0.03117264062166214, -0.9392179846763611, -0.7171258330345154, -0.6846441030502319, 0.8065758347511292, 0.01836352050304413, 0.5745494961738586, 0.10616590827703476, -1.0]"
168,"[0.0, 0.0, -0.13336074352264404, -0.7934790253639221, -1.0002753734588623, -0.6178032755851746, -0.027254939079284668, 1.0, -0.8103027939796448, 0.060587286949157715, 0.0, 0.11696738004684448, -0.05119672417640686, -0.1049380823969841, 0.0, 0.2565632462501526, 0.022956570610404015, 0.0, -0.04290485382080078, 0.0006854627281427383, 0.004238724708557129, 0.3459027111530304, 0.26709645986557007]","[-0.1467081904411316, -0.913048505783081, -0.7380086779594421, -0.7349711656570435, 0.9701715707778931, 0.057658690959215164, 0.5664134621620178, -0.012969551607966423, -0.9827827215194702]"
169,"[0.0, 0.0, -0.13293582201004028, -0.7956941723823547, -1.0002937316894531, -0.6174492239952087, -0.024693965911865234, 1.0, -0.8132694959640503, 0.049953412264585495, 0.0, 0.08871704339981079, -0.054048579186201096, -0.17596332728862762, 0.0, 0.2533263862133026, 0.024984782561659813, 0.0, -0.04196476936340332, 0.0015923772007226944, 0.004541456699371338, 0.3483598232269287, 0.2583937346935272]","[0.017753832042217255, -0.9748188257217407, -0.7885676026344299, -0.49606624245643616, 0.9244653582572937, 0.017776157706975937, 0.47714048624038696, 0.055023521184921265, -0.8249211311340332]"
170,"[0.0, 0.0, -0.1318361759185791, -0.7982567548751831, -1.0001871585845947, -0.6190141439437866, -0.021442174911499023, 1.0, -0.813223123550415, 0.047053366899490356, 0.0, 0.08179279416799545, -0.028011566027998924, -0.08177679032087326, 0.0, 0.25721946358680725, 0.022826632484793663, 0.0, -0.04205489158630371, 0.0014585722237825394, 0.005160033702850342, 0.3502942621707916, 0.24790266156196594]","[0.15103775262832642, -0.8487870097160339, -0.7434116005897522, -0.4807971715927124, 0.6070032119750977, -0.0327509269118309, 0.18527106940746307, 0.3377947509288788, -0.8841466307640076]"
171,"[0.0, 0.0, -0.13163071870803833, -0.8001224994659424, -1.0002168416976929, -0.618816614151001, -0.01815885305404663, 1.0, -0.8139155507087708, 0.05611651763319969, 0.0, 0.08719110488891602, -0.023828251287341118, -0.0327211357653141, 0.0, 0.26135069131851196, 0.02352926693856716, 0.0, -0.04131627082824707, 0.0023123864084482193, 0.0056285858154296875, 0.3522193133831024, 0.21019379794597626]","[0.09147914499044418, -0.8277124762535095, -0.7477110624313354, -0.522536039352417, 0.4205150306224823, -0.014358758926391602, 0.0733165293931961, 0.41426441073417664, -1.0]"
172,"[0.0, 0.0, -0.13103795051574707, -0.8018366694450378, -1.0001732110977173, -0.6210412383079529, -0.015158772468566895, 1.0, -0.8168496489524841, 0.050698425620794296, 0.0, 0.0635475143790245, -0.0037005848716944456, -0.09858699142932892, 0.0, 0.2539806365966797, 0.022719694301486015, 0.0, -0.04140877723693848, 0.0023131389170885086, 0.006495535373687744, 0.3532920181751251, 0.13801783323287964]","[0.16313394904136658, -0.8014334440231323, -0.7812176942825317, -0.4517187178134918, 0.26714837551116943, -0.1594175547361374, -0.2309652715921402, 0.5404983162879944, -0.7963922023773193]"
173,"[0.0, 0.0, -0.13126319646835327, -0.8028286695480347, -1.0002446174621582, -0.622936487197876, -0.014684557914733887, 1.0, -0.8245574831962585, 0.05563567206263542, 0.0, 0.029658718034625053, 0.020934373140335083, -0.08754133433103561, 0.0, 0.21086931228637695, 0.023852063342928886, 0.0, -0.04127860069274902, 0.003066541627049446, 0.007282257080078125, 0.353618323802948, 0.053608909249305725]","[0.16153284907341003, -0.7032949328422546, -0.6054031848907471, -0.20648843050003052, -0.16612756252288818, -0.40790024399757385, -0.6439034342765808, 0.8676549792289734, -0.5595090389251709]"
174,"[0.0, 0.0, -0.13182753324508667, -0.8028535842895508, -1.0002365112304688, -0.6254283785820007, -0.01590430736541748, 1.0, -0.826373279094696, 0.05721799284219742, 0.0, 0.023845408111810684, 0.04281387850642204, -0.14646846055984497, 0.0, 0.13390064239501953, 0.0252015832811594, 0.0, -0.040994882583618164, 0.0039049554616212845, 0.008072972297668457, 0.3532509207725525, -0.0007416665321215987]","[0.25915101170539856, -0.4673200249671936, -0.1715223491191864, -0.26504847407341003, -0.1688195765018463, -0.15974022448062897, -0.6595812439918518, 0.9137166142463684, -0.9317864775657654]"
175,"[0.0, 0.0, -0.1315627098083496, -0.8017950654029846, -1.0002543926239014, -0.6271035075187683, -0.01591593027114868, 1.0, -0.8101933002471924, 0.07700391858816147, 0.0, 0.07554721087217331, 0.059315361082553864, -0.1533140391111374, 0.0, 0.2504008412361145, 0.025092313066124916, 0.0, -0.040856122970581055, 0.003996590152382851, 0.008191227912902832, 0.35289445519447327, -0.0003019329160451889]","[-0.16060510277748108, -0.9632556438446045, -0.46191027760505676, -0.7501710057258606, -0.44898709654808044, 0.03237268701195717, -0.41866937279701233, 0.8681555390357971, -1.0]"
176,"[0.0, 0.0, -0.1305888295173645, -0.8001084923744202, -1.0002057552337646, -0.6262826919555664, -0.016546666622161865, 1.0, -0.7978473901748657, 0.0727059468626976, 0.0, 0.08436905592679977, 0.06643904000520706, -0.13578864932060242, 0.0, 0.2552649676799774, 0.025182528421282768, 0.0, -0.04082179069519043, 0.003856966271996498, 0.007186532020568848, 0.35279127955436707, 0.014345493167638779]","[-0.2368496060371399, -1.0, -0.5663838982582092, -0.8740062713623047, -0.4095276892185211, -0.04866958037018776, -0.27365028858184814, 0.8520913124084473, -1.0]"
177,"[0.0, 0.0, -0.12972110509872437, -0.7989181280136108, -1.0001838207244873, -0.6258845925331116, -0.017455756664276123, 1.0, -0.7905555963516235, 0.06103619560599327, 0.0, 0.07646236568689346, 0.05514265224337578, -0.11546271294355392, 0.0, 0.2578596770763397, 0.02431185357272625, 0.0, -0.0409393310546875, 0.0037074554711580276, 0.006395101547241211, 0.35267654061317444, 0.016625182703137398]","[-0.12599629163742065, -0.9986506700515747, -0.5631459951400757, -0.7623428106307983, -0.47309455275535583, -0.007537122815847397, -0.3220328986644745, 0.8412386178970337, -1.0]"
178,"[0.0, 0.0, -0.12999600172042847, -0.7983404397964478, -1.0001845359802246, -0.6263445615768433, -0.019196033477783203, 1.0, -0.7969858646392822, 0.0475594662129879, 0.0, 0.027912799268960953, 0.04444963485002518, -0.1301138550043106, 0.0, 0.25367504358291626, 0.02416195720434189, 0.0, -0.04064798355102539, 0.004391001537442207, 0.006381869316101074, 0.35237768292427063, -0.0008521385607309639]","[0.24699604511260986, -0.4737735390663147, -0.2293407917022705, -0.3686888515949249, -0.5178292393684387, 0.006156090646982193, -0.8139552474021912, 0.9602647423744202, -1.0]"
179,"[0.0, 0.0, -0.1298709511756897, -0.7975675463676453, -1.0003211498260498, -0.6274362802505493, -0.02194434404373169, 1.0, -0.7870340347290039, 0.06129607558250427, 0.0, 0.07082702964544296, 0.050057973712682724, -0.16019800305366516, 0.0, 0.25003567337989807, 0.026294011622667313, 0.0, -0.040496110916137695, 0.004670584574341774, 0.006194353103637695, 0.35207802057266235, 0.005438357591629028]","[-0.09385419636964798, -1.0, -0.5464358329772949, -0.6555006504058838, -0.331230491399765, -0.03605862334370613, -0.29672080278396606, 0.8735073804855347, -1.0]"
180,"[0.0, 0.0, -0.1298556923866272, -0.7968367338180542, -1.0002026557922363, -0.6278428435325623, -0.025296032428741455, 1.0, -0.7886782288551331, 0.055259305983781815, 0.0, 0.0524325929582119, 0.04486815258860588, -0.11142291128635406, 0.0, 0.2538219392299652, 0.02438904158771038, 0.0, -0.04011845588684082, 0.005278760567307472, 0.005879998207092285, 0.3519216477870941, -2.9485207051038742e-05]","[0.07327459007501602, -0.7412299513816833, -0.3967488408088684, -0.5766167044639587, -0.5640866160392761, 0.09331227838993073, -0.541260302066803, 0.8962865471839905, -1.0]"
181,"[0.0, 0.0, -0.12925374507904053, -0.7962065935134888, -1.0002632141113281, -0.6289366483688354, -0.029059946537017822, 1.0, -0.774341881275177, 0.05848518759012222, 0.0, 0.08317601680755615, 0.03741833195090294, -0.16423103213310242, 0.0, 0.22046223282814026, 0.025403115898370743, 0.0, -0.04012036323547363, 0.005266578868031502, 0.00541764497756958, 0.35182496905326843, 0.045361343771219254]","[-0.2284753918647766, -1.0, -0.8215644955635071, -0.6411430835723877, 0.16141977906227112, -0.24208898842334747, 0.10813917219638824, 0.7539049386978149, -1.0]"
182,"[0.0, 0.0, -0.12938475608825684, -0.7961997985839844, -1.0002325773239136, -0.6300508975982666, -0.03268158435821533, 1.0, -0.773667573928833, 0.04308105632662773, 0.0, 0.04478124901652336, 0.026408899575471878, -0.1555194854736328, 0.0, 0.25281497836112976, 0.024533383548259735, 0.0, -0.03977775573730469, 0.00589551217854023, 0.0054395198822021484, 0.3518522083759308, 0.02137640491127968]","[0.1159563809633255, -0.8772842288017273, -0.5910288095474243, -0.3044721782207489, -0.14445388317108154, -0.19327686727046967, -0.37388020753860474, 0.9401037693023682, -0.8862139582633972]"
183,"[0.0, 0.0, -0.12860465049743652, -0.7962555289268494, -1.0002212524414062, -0.6315044164657593, -0.0365067720413208, 1.0, -0.7346988916397095, 0.04932917281985283, 0.0, 0.08738195151090622, 0.022874485701322556, -0.1176353320479393, 0.0, 0.17818361520767212, 0.023128729313611984, 0.0, -0.03998303413391113, 0.005647057667374611, 0.005114316940307617, 0.35197392106056213, 0.0372258722782135]","[-0.14138764142990112, -1.0, -0.8097639083862305, -0.6156517267227173, 0.1656646728515625, -0.08506546169519424, 0.30765581130981445, 0.6485257148742676, -1.0]"
184,"[0.0, 0.0, -0.127685546875, -0.796109676361084, -1.0001941919326782, -0.6319548487663269, -0.03962302207946777, 1.0, -0.7286338806152344, 0.0440971702337265, 0.0, 0.08108752965927124, 0.0344722718000412, -0.10053747892379761, 0.0, 0.15696454048156738, 0.022272592410445213, 0.0, -0.04014110565185547, 0.005339907482266426, 0.004501640796661377, 0.35224097967147827, 0.058831796050071716]","[-0.12527814507484436, -1.0, -0.8069250583648682, -0.7168801426887512, 0.2833600342273712, -0.17105063796043396, 0.3775846064090729, 0.5620205998420715, -1.0]"
