,X,Y
1522,"[0.0, 0.0, -0.26296597719192505, -0.21540337800979614, -0.7206101417541504, -0.14459043741226196, -0.04562467336654663, 0.9960882663726807, 0.713442325592041, 0.2175992727279663, 0.0, -0.21478715538978577, 0.18181557953357697, -0.04115531966090202, 0.0, -0.2607284486293793, 0.0009606271050870419, 0.0, -0.14468002319335938, 0.012860091403126717, -0.1115836501121521, 1.3748657323731095e-08, 1.097989255072207e-09]","[0.5580236911773682, -0.6768792867660522, -0.22927409410476685, -0.6703081727027893, 0.04105919599533081, 0.0975474864244461, 0.5648474097251892, 1.0, 0.03837324678897858]"
1523,"[0.0, 0.0, -0.2691407799720764, -0.20627933740615845, -0.7217570543289185, -0.13331180810928345, -0.053131699562072754, 0.9988439083099365, 0.7308317422866821, 0.20786869525909424, 0.0, -0.21246998012065887, 0.1573018878698349, -0.03823095187544823, 0.0, -0.26073214411735535, 0.00041034826426766813, 0.0, -0.1378391981124878, 0.005554581061005592, -0.11171650886535645, 1.374689428956799e-08, 1.4842216344845838e-09]","[0.7122153043746948, -0.5934990644454956, -0.19460317492485046, -0.6285452246665955, 0.07777651399374008, 0.08535601198673248, 0.6868131756782532, 1.0, -0.02246411144733429]"
1524,"[0.0, 0.0, -0.27523648738861084, -0.19875872135162354, -0.7227535843849182, -0.12347066402435303, -0.06063872575759888, 1.0, 0.7306075096130371, 0.19613897800445557, 0.0, -0.2075795978307724, 0.12103203684091568, -0.0324634350836277, 0.0, -0.26049456000328064, 1.928661913552787e-05, 0.0, -0.13082599639892578, -0.0014398377388715744, -0.11038678884506226, 1.374511704455017e-08, 2.057024772739169e-09]","[0.8025596141815186, -0.5921358466148376, -0.11516875773668289, -0.4190012812614441, 0.04382932186126709, 0.0784578025341034, 0.8389745950698853, 1.0, -0.12395160645246506]"
1525,"[0.0, 0.0, -0.28134191036224365, -0.19287055730819702, -0.7236007452011108, -0.11466401815414429, -0.06681185960769653, 1.0, 0.6878340244293213, 0.1945982426404953, 0.0, -0.20775465667247772, 0.09085339307785034, -0.028525952249765396, 0.0, -0.20997701585292816, 7.516373443650082e-05, 0.0, -0.12363564968109131, -0.007818398997187614, -0.10752910375595093, 1.3745802718290179e-08, 7.05369096465347e-10]","[0.7266558408737183, -0.6849460601806641, -0.05161377042531967, -0.2514742910861969, -0.09487681090831757, 0.1195521205663681, 0.865954577922821, 1.0, -0.1692793369293213]"
1526,"[0.0, 0.0, -0.2874819040298462, -0.18834519386291504, -0.724539041519165, -0.10632383823394775, -0.07121360301971436, 1.0, 0.6127381324768066, 0.1975395381450653, 0.0, -0.20962338149547577, 0.06869213283061981, -0.03293238580226898, 0.0, -0.1495707631111145, 4.951296796207316e-05, 0.0, -0.11630737781524658, -0.013414142653346062, -0.10343801975250244, 1.3744891447231566e-08, 1.178012354330349e-09]","[0.5781866908073425, -0.8069165349006653, -0.02616589516401291, -0.15876641869544983, -0.24190205335617065, 0.143548384308815, 0.8258833885192871, 1.0, -0.15947774052619934]"
1527,"[0.0, 0.0, -0.29365551471710205, -0.1848663091659546, -0.7258334159851074, -0.09803265333175659, -0.07398474216461182, 1.0, 0.5309727191925049, 0.2012886106967926, 0.0, -0.21156226098537445, 0.052682843059301376, -0.04597717151045799, 0.0, -0.0940450131893158, 0.00015039842401165515, 0.0, -0.10888147354125977, -0.018177105113863945, -0.0984581708908081, 1.3743024496193357e-08, 1.9445360877057283e-09]","[0.42680037021636963, -0.9254580736160278, -0.03247673064470291, -0.13335756957530975, -0.3590952754020691, 0.10901881754398346, 0.771345853805542, 1.0, -0.14516280591487885]"
1528,"[0.0, 0.0, -0.2998518943786621, -0.1822107434272766, -0.7276896238327026, -0.08962368965148926, -0.07528728246688843, 0.9997779130935669, 0.4480372667312622, 0.20404081046581268, 0.0, -0.21292971074581146, 0.0399063304066658, -0.06558747589588165, 0.0, -0.04402177035808563, 0.00010767235653474927, 0.0, -0.1014089584350586, -0.022148212417960167, -0.09284162521362305, 1.3742025295471194e-08, 1.278764649725872e-09]","[0.2901224195957184, -1.0, -0.05899631232023239, -0.14607585966587067, -0.4515647292137146, 0.028234902769327164, 0.7275518774986267, 1.0, -0.13230320811271667]"
1529,"[0.0, 0.0, -0.3060595989227295, -0.18026769161224365, -0.7302570343017578, -0.08109802007675171, -0.07525765895843506, 0.999500036239624, 0.3653057813644409, 0.20541934669017792, 0.0, -0.2136460840702057, 0.028094852343201637, -0.09004928916692734, 0.0, 0.0013738160487264395, 9.660539217293262e-05, 0.0, -0.09393835067749023, -0.025383761152625084, -0.08673346042633057, 1.3738829629517113e-08, 3.0136915185607904e-09]","[0.1629638969898224, -1.0, -0.09595181047916412, -0.17450493574142456, -0.52767014503479, -0.09318602085113525, 0.703724205493927, 1.0, -0.1234450563788414]"
1530,"[0.0, 0.0, -0.3122703433036804, -0.17900872230529785, -0.7336447238922119, -0.07253038883209229, -0.07399189472198486, 0.9993135929107666, 0.28350722789764404, 0.20569632947444916, 0.0, -0.2138809710741043, 0.015954094007611275, -0.11815270036458969, 0.0, 0.043520018458366394, 0.00010724047024268657, 0.0, -0.08651208877563477, -0.027918806299567223, -0.08020627498626709, 1.3738230109083815e-08, 2.135500665190193e-09]","[0.03527674823999405, -1.0, -0.1368817389011383, -0.2108328938484192, -0.5961242914199829, -0.25915366411209106, 0.6970656514167786, 1.0, -0.1219736859202385]"
1531,"[0.0, 0.0, -0.31847912073135376, -0.17846113443374634, -0.7379410266876221, -0.0640149712562561, -0.0715520977973938, 0.9992512464523315, 0.20283925533294678, 0.20519673824310303, 0.0, -0.21379251778125763, 0.0027088955976068974, -0.14924968779087067, 0.0, 0.08357065171003342, 0.000127780411276035, 0.0, -0.07917153835296631, -0.029758242890238762, -0.07328671216964722, 1.3737784243517126e-08, 1.344457878360572e-09]","[-0.0934886708855629, -1.0, -0.16339007019996643, -0.2599427103996277, -0.6443138122558594, -0.4648502469062805, 0.6846471428871155, 1.0, -0.12080039083957672]"
1532,"[0.0, 0.0, -0.3246830701828003, -0.17868965864181519, -0.7431898713111877, -0.055457472801208496, -0.06800758838653564, 0.9992814064025879, 0.12343966960906982, 0.203735813498497, 0.0, -0.2134188711643219, -0.012389360927045345, -0.18201225996017456, 0.0, 0.12126727402210236, 0.00015893128875177354, 0.0, -0.07195043563842773, -0.030821239575743675, -0.06598806381225586, 1.3736078940951302e-08, 2.0808839096275733e-09]","[-0.223661869764328, -1.0, -0.13893696665763855, -0.3284061551094055, -0.6678946018218994, -0.6986244320869446, 0.6383664608001709, 1.0, -0.11789317429065704]"
1533,"[0.0, 0.0, -0.3308866620063782, -0.17974185943603516, -0.7493789792060852, -0.04622131586074829, -0.06348443031311035, 0.9993088245391846, 0.04556906223297119, 0.20259885489940643, 0.0, -0.21284320950508118, -0.029427895322442055, -0.21498294174671173, 0.0, 0.15471498668193817, 0.00022476208687294275, 0.0, -0.06486475467681885, -0.03080628626048565, -0.058367013931274414, 1.3733144399452613e-08, 2.914326557856839e-09]","[-0.3923947811126709, -1.0, -0.04438410699367523, -0.3731781244277954, -0.6725155115127563, -0.94600510597229, 0.5071902275085449, 1.0, -0.10467605292797089]"
1534,"[0.0, 0.0, -0.33707910776138306, -0.18179291486740112, -0.756505012512207, -0.036714375019073486, -0.05825251340866089, 0.9995619058609009, -0.028269827365875244, 0.20184913277626038, 0.0, -0.21217034757137299, -0.04923988878726959, -0.24684010446071625, 0.0, 0.17891386151313782, 0.000263667810941115, 0.0, -0.057973623275756836, -0.029641879722476006, -0.05032968521118164, 1.373134406179588e-08, 2.591933778717248e-09]","[-0.5562847852706909, -1.0, 0.07992882281541824, -0.38242673873901367, -0.6858070492744446, -1.0, 0.33399736881256104, 1.0, -0.10618944466114044]"
1535,"[0.0, 0.0, -0.34326910972595215, -0.18485772609710693, -0.7639197111129761, -0.027435719966888428, -0.05264538526535034, 0.99998939037323, -0.09920907020568848, 0.20367076992988586, 0.0, -0.21189454197883606, -0.06903430819511414, -0.2605964243412018, 0.0, 0.19178231060504913, 0.0002425998536637053, 0.0, -0.05123424530029297, -0.027308354154229164, -0.041566431522369385, 1.3729364312098369e-08, 2.9529152456575503e-09]","[-0.7484591603279114, -1.0, 0.2195470631122589, -0.388977587223053, -0.7904474139213562, -1.0, 0.11262603849172592, 1.0, -0.17426788806915283]"
1536,"[0.0, 0.0, -0.3494637608528137, -0.1889885663986206, -0.7713255286216736, -0.01838773488998413, -0.047067463397979736, 1.0, -0.18095719814300537, 0.20569992065429688, 0.0, -0.2119818925857544, -0.08877011388540268, -0.260591596364975, 0.0, 0.19081173837184906, 0.00017032430332619697, 0.0, -0.04465675354003906, -0.023697057738900185, -0.031968653202056885, 1.3728755021702455e-08, 2.1138957251309876e-09]","[-1.0, -1.0, 0.4167786240577698, -0.4179074764251709, -0.9622169137001038, -1.0, -0.12533695995807648, 1.0, -0.23002198338508606]"
1537,"[0.0, 0.0, -0.3542647361755371, -0.19133305549621582, -0.7791664600372314, -0.00785672664642334, -0.04079705476760864, 1.0, -0.2266678810119629, 0.1890353262424469, 0.0, -0.0767776295542717, -0.02715139463543892, -0.2660098671913147, 0.0, 0.23496852815151215, 0.021440671756863594, 0.0, -0.039482712745666504, -0.019406234845519066, -0.02521336078643799, 0.0, -0.0008304626680910587]","[-1.0, -1.0, 0.13472792506217957, -1.0, -0.28626400232315063, -1.0, -0.05983404070138931, 1.0, -1.0]"
1538,"[0.0, 0.0, -0.35252439975738525, -0.19525748491287231, -0.78585284948349, -0.014085590839385986, -0.034830689430236816, 0.975043535232544, -0.3185596466064453, 0.1356886923313141, 0.0, 0.04992494732141495, -0.01826786808669567, -0.08139891922473907, 0.0, 0.02119356393814087, -0.021091913804411888, 0.0, -0.04060983657836914, -0.019843759015202522, -0.024893760681152344, 7.428790240737726e-07, 0.0003443103632889688]","[-1.0, -1.0, -0.3025936484336853, -1.0, 0.6351473331451416, -1.0, -0.5133745670318604, 0.1976805478334427, -1.0]"
1539,"[0.0, 0.0, -0.3505849838256836, -0.19827985763549805, -0.7924115061759949, -0.020957469940185547, -0.028854191303253174, 0.985293984413147, -0.4077532887458801, 0.09388145059347153, 0.0, 0.103528693318367, -0.03740791603922844, -0.16454674303531647, 0.0, -0.11137273162603378, 0.020798683166503906, 0.0, -0.04187214374542236, -0.021954884752631187, -0.025097668170928955, 0.0, 0.009299241006374359]","[-1.0, -1.0, 0.015566132962703705, -1.0, 0.30832263827323914, -1.0, 0.4361456334590912, -0.6602782011032104, -1.0]"
1540,"[0.0, 0.0, -0.3493683338165283, -0.20056408643722534, -0.8007279634475708, -0.01627492904663086, -0.024249911308288574, 1.0, -0.4371189475059509, 0.1274506002664566, 0.0, 0.028593096882104874, 0.039365340024232864, -0.20736663043498993, 0.0, -0.19847296178340912, 0.029337642714381218, 0.0, -0.042316436767578125, -0.021264342591166496, -0.026526212692260742, 0.00034669184242375195, 0.09422794729471207]","[-1.0, -1.0, 0.7531337738037109, -1.0, 0.011450082063674927, -1.0, 0.08448000997304916, -0.873856246471405, -1.0]"
1541,"[0.0, 0.0, -0.34910446405410767, -0.20340490341186523, -0.808356761932373, -0.010585010051727295, -0.019708216190338135, 0.9139494895935059, -0.49336564540863037, 0.06784092634916306, 0.0, 0.04646971449255943, -0.022948386147618294, -0.23887662589550018, 0.0, -0.028111327439546585, 0.024363335222005844, 0.0, -0.04170584678649902, -0.02156335674226284, -0.02625960111618042, 0.0010263873264193535, 0.03238897770643234]","[-1.0, -1.0, 0.24559468030929565, -1.0, 0.5332403182983398, -1.0, 0.15498964488506317, -0.6568445563316345, -1.0]"
1542,"[0.0, 0.0, -0.3483738899230957, -0.2087925672531128, -0.8160931468009949, -0.0038640499114990234, -0.015032649040222168, 0.8341166973114014, -0.5376396179199219, 0.03128489479422569, 0.0, 0.009982461109757423, -0.004964581225067377, -0.1554783284664154, 0.0, -0.25005003809928894, 0.028828566893935204, 0.0, -0.042682766914367676, -0.022474059835076332, -0.025751471519470215, 0.0011266890214756131, 0.08068308234214783]","[-0.9204571843147278, -1.0, 1.0, -1.0, -0.2630930244922638, -1.0, 0.17231135070323944, -0.8949981927871704, -1.0]"
1543,"[0.0, 0.0, -0.3484715223312378, -0.2145940065383911, -0.8245421648025513, 0.0064411163330078125, -0.01025688648223877, 0.7818275690078735, -0.5597889423370361, 0.004873498342931271, 0.0, 0.018746649846434593, -0.060587018728256226, -0.25196585059165955, 0.0, -0.049592580646276474, 0.026176298037171364, 0.0, -0.04208827018737793, -0.022728515788912773, -0.02468276023864746, 0.002515508560463786, 0.2375078797340393]","[-0.8527764678001404, -1.0, 1.0, -1.0, -0.1431354582309723, -1.0, -0.4204709529876709, -0.9173112511634827, -1.0]"
1544,"[0.0, 0.0, -0.3475968837738037, -0.22225868701934814, -0.8327381014823914, 0.012711524963378906, -0.0062857866287231445, 0.7060014009475708, -0.5928318500518799, -0.04372616857290268, 0.0, 0.0406937375664711, -0.06477681547403336, -0.22496406733989716, 0.0, -0.2503010928630829, 0.032134413719177246, 0.0, -0.0427861213684082, -0.024948706850409508, -0.023769497871398926, 0.0038513089530169964, 0.23177745938301086]","[-0.582101047039032, -1.0, 1.0, -1.0, -0.5032918453216553, -1.0, -0.07215491682291031, -0.9197445511817932, -1.0]"
1545,"[0.0, 0.0, -0.34661728143692017, -0.23181450366973877, -0.8423922061920166, 0.01995980739593506, -0.002698361873626709, 0.6995985507965088, -0.5950111150741577, -0.03686094284057617, 0.0, 0.05178551748394966, -0.1294017881155014, -0.2518578767776489, 0.0, -0.1925356537103653, 0.029655536636710167, 0.0, -0.04304027557373047, -0.02491968683898449, -0.023288309574127197, 0.00657899584621191, 0.46138423681259155]","[-0.17472600936889648, -0.8138703107833862, 1.0, -1.0, -0.9041563272476196, -1.0, -0.3789418339729309, -0.00045081041753292084, -1.0]"
1546,"[0.0, 0.0, -0.34456050395965576, -0.24164420366287231, -0.8512035608291626, 0.021157145500183105, 0.0002104043960571289, 0.6311869621276855, -0.6203898191452026, -0.06405160576105118, 0.0, 0.09476881474256516, -0.13162587583065033, -0.22295312583446503, 0.0, -0.24462811648845673, 0.03691324591636658, 0.0, -0.04408276081085205, -0.027168920263648033, -0.023412227630615234, 0.009417054243385792, 0.33893007040023804]","[-0.3753547668457031, -1.0, 1.0, -1.0, -0.5421745777130127, -1.0, -0.0218339953571558, -0.6218422651290894, -1.0]"
1547,"[0.0, 0.0, -0.34333378076553345, -0.25142908096313477, -0.860702395439148, 0.026613950729370117, 0.0028313398361206055, 0.6249586343765259, -0.6255072951316833, -0.05069509148597717, 0.0, 0.047315653413534164, -0.12490779161453247, -0.255839079618454, 0.0, -0.14047010242938995, 0.0276364516466856, 0.0, -0.04356229305267334, -0.02628648839890957, -0.023551225662231445, 0.013661473989486694, 0.6517450213432312]","[0.09417780488729477, -0.7376864552497864, 1.0, -1.0, -0.9864280819892883, -1.0, -0.20869074761867523, 0.5106608867645264, -1.0]"
1548,"[0.0, 0.0, -0.340731143951416, -0.26247525215148926, -0.8698933124542236, 0.024664998054504395, 0.005087733268737793, 0.6058851480484009, -0.6483837366104126, -0.06470406800508499, 0.0, 0.11411783844232559, -0.16737015545368195, -0.21257925033569336, 0.0, -0.2493700087070465, 0.03152650222182274, 0.0, -0.04450726509094238, -0.028151532635092735, -0.024233758449554443, 0.017657356336712837, 0.44002753496170044]","[-0.1578640639781952, -0.9295899868011475, 0.9853784441947937, -1.0, -0.6172186732292175, -1.0, -0.12513518333435059, -0.3223952651023865, -1.0]"
1549,"[0.0, 0.0, -0.33916693925857544, -0.2725602388381958, -0.8781948685646057, 0.02889561653137207, 0.006852149963378906, 0.5566327571868896, -0.6679509878158569, -0.05130262300372124, 0.0, 0.049703627824783325, -0.12922988831996918, -0.2304926961660385, 0.0, -0.16187357902526855, 0.026724306866526604, 0.0, -0.04387462139129639, -0.027207570150494576, -0.024359047412872314, 0.02244620770215988, 0.703998863697052]","[0.09093602746725082, -0.7794315814971924, 1.0, -1.0, -1.0, -1.0, -0.16627053916454315, 0.5896342992782593, -1.0]"
1550,"[0.0, 0.0, -0.33664262294769287, -0.28357040882110596, -0.8870658278465271, 0.02697145938873291, 0.008369684219360352, 0.5433435440063477, -0.6952983140945435, -0.06479224562644958, 0.0, 0.09614165127277374, -0.1694599837064743, -0.23830699920654297, 0.0, -0.25184914469718933, 0.028813451528549194, 0.0, -0.04457688331604004, -0.028728624805808067, -0.02505970001220703, 0.02686435729265213, 0.48799511790275574]","[-0.031734928488731384, -0.9184573888778687, 1.0, -1.0, -0.7596522569656372, -1.0, -0.0971803143620491, 0.04299098253250122, -1.0]"
1551,"[0.0, 0.0, -0.33476048707962036, -0.29393190145492554, -0.8938881158828735, 0.02973473072052002, 0.009487152099609375, 0.507056474685669, -0.7238820791244507, -0.05641741305589676, 0.0, 0.04224158450961113, -0.13469810783863068, -0.18987980484962463, 0.0, -0.13681162893772125, 0.025851650163531303, 0.0, -0.04414677619934082, -0.028085684403777122, -0.024980902671813965, 0.031729936599731445, 0.6783438920974731]","[0.13126817345619202, -0.8601260185241699, 1.0, -1.0, -1.0, -1.0, -0.18245412409305573, 0.6289497017860413, -1.0]"
1552,"[0.0, 0.0, -0.33212023973464966, -0.30461210012435913, -0.9019374847412109, 0.028358101844787598, 0.010286927223205566, 0.5460070371627808, -0.7646971940994263, -0.06638316810131073, 0.0, 0.07749859243631363, -0.1495175063610077, -0.2288842499256134, 0.0, -0.19590556621551514, 0.02565181627869606, 0.0, -0.04492342472076416, -0.029506741091609, -0.025852620601654053, 0.036271531134843826, 0.5469996333122253]","[0.10970509797334671, -0.942703902721405, 0.980315625667572, -1.0, -0.9087158441543579, -0.999315619468689, -0.04952637106180191, 0.4729192554950714, -1.0]"
1553,"[0.0, 0.0, -0.3294804096221924, -0.31554967164993286, -0.9071518778800964, 0.026576519012451172, 0.01071631908416748, 0.6028445959091187, -0.816996157169342, -0.06109152361750603, 0.0, 0.07830832898616791, -0.1669202595949173, -0.1327029913663864, 0.0, -0.015999330207705498, 0.021558653563261032, 0.0, -0.04533398151397705, -0.030711853876709938, -0.025727689266204834, 0.04079518839716911, 0.5507969260215759]","[0.17566952109336853, -1.0, 0.3401187062263489, -1.0, -0.5457184910774231, -0.8985639810562134, -0.2831987142562866, 0.32755982875823975, -0.9908873438835144]"
1554,"[0.0, 0.0, -0.32689547538757324, -0.3275771737098694, -0.9116074442863464, 0.02275407314300537, 0.010566949844360352, 0.6581161022186279, -0.8670859336853027, -0.06021004915237427, 0.0, 0.08272869884967804, -0.19894830882549286, -0.10840066522359848, 0.0, -0.029710544273257256, 0.021407945081591606, 0.0, -0.045732975006103516, -0.03209499269723892, -0.02475792169570923, 0.04527563229203224, 0.5334890484809875]","[0.10938514024019241, -1.0, 0.04884114861488342, -1.0, -0.3126760423183441, -0.9745160937309265, -0.41391444206237793, 0.0871429517865181, -0.919569730758667]"
1555,"[0.0, 0.0, -0.32455211877822876, -0.33946365118026733, -0.9157536625862122, 0.018610358238220215, 0.009682893753051758, 0.7148914337158203, -0.8968212604522705, -0.05447183921933174, 0.0, 0.07643167674541473, -0.19689598679542542, -0.12327805906534195, 0.0, -0.04467425495386124, 0.020660430192947388, 0.0, -0.04598891735076904, -0.03348962962627411, -0.023481011390686035, 0.04963615536689758, 0.5214061141014099]","[0.07023277133703232, -1.0, 0.06459016352891922, -1.0, -0.2617470920085907, -0.9722903370857239, -0.4530564546585083, 0.05433318018913269, -0.9397860169410706]"
1556,"[0.0, 0.0, -0.32227855920791626, -0.35115015506744385, -0.9198675751686096, 0.014431118965148926, 0.00804281234741211, 0.7648569345474243, -0.9241920113563538, -0.051500409841537476, 0.0, 0.07489482313394547, -0.18940676748752594, -0.11975252628326416, 0.0, -0.07117651402950287, 0.02073344588279724, 0.0, -0.04640054702758789, -0.034887902438640594, -0.022292792797088623, 0.0538274310529232, 0.5016088485717773]","[0.06396488845348358, -1.0, 0.12132198363542557, -1.0, -0.28837326169013977, -0.9934353232383728, -0.44350960850715637, 0.011256923899054527, -1.0]"
1557,"[0.0, 0.0, -0.3199453353881836, -0.3627440333366394, -0.9239194393157959, 0.010198593139648438, 0.005692839622497559, 0.8037645816802979, -0.9454614520072937, -0.04945890232920647, 0.0, 0.07941944152116776, -0.187844917178154, -0.1189475804567337, 0.0, -0.0942537933588028, 0.020684847608208656, 0.0, -0.047106266021728516, -0.036188505589962006, -0.021336257457733154, 0.057865433394908905, 0.4780470132827759]","[0.02867262065410614, -1.0, 0.09920947998762131, -1.0, -0.25437626242637634, -1.0, -0.43924224376678467, -0.10357139259576797, -1.0]"
1558,"[0.0, 0.0, -0.3175141215324402, -0.37430691719055176, -0.9278528094291687, 0.005988121032714844, 0.0026739835739135742, 0.8163021802902222, -0.9564734101295471, -0.04835435003042221, 0.0, 0.08353794366121292, -0.18616293370723724, -0.11742903292179108, 0.0, -0.12637707591056824, 0.021177852526307106, 0.0, -0.048157334327697754, -0.0373268723487854, -0.020645618438720703, 0.061759836971759796, 0.4588909149169922]","[0.00982576236128807, -1.0, 0.1091521754860878, -1.0, -0.25663456320762634, -1.0, -0.3920198082923889, -0.1850644052028656, -1.0]"
1559,"[0.0, 0.0, -0.31498026847839355, -0.3858434557914734, -0.9317061901092529, 0.002080559730529785, -0.0008985400199890137, 0.7990247011184692, -0.9572714567184448, -0.04587282985448837, 0.0, 0.08647062629461288, -0.18228216469287872, -0.11323150247335434, 0.0, -0.14910025894641876, 0.021269530057907104, 0.0, -0.049559593200683594, -0.03810488432645798, -0.020279407501220703, 0.06555061042308807, 0.451166033744812]","[0.0061322711408138275, -1.0, 0.12078651040792465, -1.0, -0.28003042936325073, -1.0, -0.3207581043243408, -0.1784527599811554, -1.0]"
1560,"[0.0, 0.0, -0.31236010789871216, -0.3973609209060669, -0.935431718826294, -0.0016303062438964844, -0.0048719048500061035, 0.7610056400299072, -0.9486227035522461, -0.042647551745176315, 0.0, 0.0883684977889061, -0.17684461176395416, -0.10063274204730988, 0.0, -0.17723195254802704, 0.022244632244110107, 0.0, -0.051172494888305664, -0.038499921560287476, -0.020188510417938232, 0.06935470551252365, 0.4603451192378998]","[0.037782542407512665, -1.0, 0.17229685187339783, -1.0, -0.36786088347435, -1.0, -0.20032842457294464, -0.05414319783449173, -1.0]"
1561,"[0.0, 0.0, -0.30969470739364624, -0.408875048160553, -0.9389605522155762, -0.006196379661560059, -0.00903862714767456, 0.7354997396469116, -0.9319934844970703, -0.03715493530035019, 0.0, 0.09034978598356247, -0.17638693749904633, -0.09228815138339996, 0.0, -0.18542377650737762, 0.02224035933613777, 0.0, -0.05274331569671631, -0.03869813680648804, -0.02021920680999756, 0.0733095183968544, 0.48548105359077454]","[0.04790446162223816, -1.0, 0.12817072868347168, -1.0, -0.3921610414981842, -0.980635941028595, -0.11038222163915634, 0.09189645946025848, -1.0]"
1562,"[0.0, 0.0, -0.3070130944252014, -0.4204479455947876, -0.9422115683555603, -0.011876046657562256, -0.01324760913848877, 0.7326970100402832, -0.9166839122772217, -0.03315095230937004, 0.0, 0.09096571058034897, -0.18005816638469696, -0.08368232846260071, 0.0, -0.18481701612472534, 0.022103676572442055, 0.0, -0.05411183834075928, -0.038845375180244446, -0.020219504833221436, 0.07750234007835388, 0.5155770778656006]","[0.06380778551101685, -1.0, 0.028650425374507904, -1.0, -0.3889349400997162, -0.9208056926727295, -0.0256356094032526, 0.21323320269584656, -1.0]"
1563,"[0.0, 0.0, -0.3043963313102722, -0.43212205171585083, -0.9451598525047302, -0.018723785877227783, -0.017357587814331055, 0.758122444152832, -0.9097287058830261, -0.030955065041780472, 0.0, 0.08889879286289215, -0.1864290088415146, -0.07733448594808578, 0.0, -0.1750783771276474, 0.021761158481240273, 0.0, -0.05519819259643555, -0.0390402227640152, -0.02002251148223877, 0.08192048221826553, 0.5383287072181702]","[0.07082188874483109, -1.0, -0.09936465322971344, -0.9349459409713745, -0.34069833159446716, -0.879784107208252, 0.03118770383298397, 0.2624863088130951, -1.0]"
1564,"[0.0, 0.0, -0.3019227981567383, -0.4439937472343445, -0.9478588104248047, -0.026719510555267334, -0.02127295732498169, 0.8087562322616577, -0.9163124561309814, -0.03133949264883995, 0.0, 0.0843999832868576, -0.1969982236623764, -0.07467605918645859, 0.0, -0.16031335294246674, 0.02136312425136566, 0.0, -0.0560612678527832, -0.03933937847614288, -0.01949000358581543, 0.08645281940698624, 0.5428716540336609]","[0.06258932501077652, -1.0, -0.23798668384552002, -0.7631877660751343, -0.2354857623577118, -0.8671400547027588, 0.043968670070171356, 0.22168809175491333, -1.0]"
1565,"[0.0, 0.0, -0.299679696559906, -0.4558817744255066, -0.9504060745239258, -0.03524988889694214, -0.024969816207885742, 0.8714907169342041, -0.9380266666412354, -0.031997885555028915, 0.0, 0.07647879421710968, -0.1995299905538559, -0.07448668777942657, 0.0, -0.14672867953777313, 0.021049289032816887, 0.0, -0.056792378425598145, -0.03969752788543701, -0.018619179725646973, 0.09092604368925095, 0.5247362852096558]","[0.05838261544704437, -1.0, -0.2650303840637207, -0.6959749460220337, -0.16604718565940857, -0.8645453453063965, 0.03462221473455429, 0.16199059784412384, -1.0]"
1566,"[0.0, 0.0, -0.2977079153060913, -0.4677307605743408, -0.9528807997703552, -0.044432997703552246, -0.0284651517868042, 0.9410698413848877, -0.9611688256263733, -0.03243641182780266, 0.0, 0.06608813256025314, -0.1994919776916504, -0.07513716071844101, 0.0, -0.13494905829429626, 0.020749613642692566, 0.0, -0.057501792907714844, -0.04019572585821152, -0.01738739013671875, 0.0951753705739975, 0.4931456744670868]","[0.06731946766376495, -1.0, -0.2380768358707428, -0.6802831888198853, -0.11540526896715164, -0.8812173008918762, 0.014894535765051842, 0.05544260889291763, -1.0]"
1567,"[0.0, 0.0, -0.2960686683654785, -0.47958576679229736, -0.9553050398826599, -0.05436438322067261, -0.031787216663360596, 1.0, -0.9698956608772278, -0.03097887896001339, 0.0, 0.053593959659338, -0.1979280263185501, -0.07301069051027298, 0.0, -0.13804297149181366, 0.021284354850649834, 0.0, -0.05813956260681152, -0.0408024862408638, -0.015694141387939453, 0.09918756783008575, 0.46946319937705994]","[0.1039988324046135, -1.0, -0.10642793029546738, -0.7323752045631409, -0.15312889218330383, -0.9183145761489868, 0.042962782084941864, -0.017189765349030495, -1.0]"
1568,"[0.0, 0.0, -0.2947072982788086, -0.49112772941589355, -0.9577938318252563, -0.06423264741897583, -0.03485625982284546, 1.0, -0.9657281041145325, -0.02473103068768978, 0.0, 0.043823760002851486, -0.1765514761209488, -0.05665597319602966, 0.0, -0.19156251847743988, 0.024149352684617043, 0.0, -0.05856037139892578, -0.0414246991276741, -0.013777077198028564, 0.1031375303864479, 0.48349758982658386]","[0.1604362428188324, -0.9423600435256958, 0.3554527163505554, -1.0, -0.5035454630851746, -0.9573203325271606, 0.21542979776859283, 0.18936865031719208, -1.0]"
1569,"[0.0, 0.0, -0.2930443286895752, -0.5019593238830566, -0.960717499256134, -0.07405024766921997, -0.0373309850692749, 1.0, -0.9582797884941101, -0.022346893325448036, 0.0, 0.06453192234039307, -0.1630258411169052, -0.1421828418970108, 0.0, -0.19372977316379547, 0.02721119299530983, 0.0, -0.05879378318786621, -0.04262247681617737, -0.012565135955810547, 0.10759982466697693, 0.5706760883331299]","[0.03611429035663605, -0.9992831945419312, 0.5021715760231018, -1.0, -0.5946633219718933, -0.7295525670051575, 0.5269432663917542, 0.5620027780532837, -1.0]"
