,X,Y
20,"[0.0, 0.0, -0.18227612972259521, -0.2671315670013428, -0.6592528820037842, -0.2645661234855652, 0.004816293716430664, 0.6014240980148315, 0.6600289344787598, 0.21797330677509308, 0.0, -0.20942316949367523, 0.20685437321662903, -0.12975828349590302, 0.0, -0.26063069701194763, 0.02039632759988308, 0.0, -0.22768831253051758, 0.03266344219446182, -0.11707127094268799, 8.048113286918124e-09, -1.2895136514146088e-08]","[0.6330175995826721, -0.9622525572776794, -0.5231686234474182, 0.02708755061030388, 0.2257486879825592, 0.12148962914943695, 0.025047769770026207, 0.9090999960899353, 0.3773695230484009]"
21,"[0.0, 0.0, -0.18841660022735596, -0.25643908977508545, -0.6625877618789673, -0.253024160861969, -0.002690732479095459, 0.6887489557266235, 0.7456232309341431, 0.21786819398403168, 0.0, -0.20794777572155, 0.20801667869091034, -0.11096109449863434, 0.0, -0.2606573700904846, 0.020299715921282768, 0.0, -0.22112560272216797, 0.03255114704370499, -0.12061810493469238, 8.057133626948598e-09, -1.2895208456598084e-08]","[0.7443464994430542, -0.8844257593154907, -0.5419381260871887, -0.0864080935716629, 0.3160136044025421, 0.0891430526971817, 0.07637613266706467, 0.9233759641647339, 0.2935035824775696]"
22,"[0.0, 0.0, -0.19451075792312622, -0.24600088596343994, -0.6652716398239136, -0.24147987365722656, -0.01019817590713501, 0.7748074531555176, 0.8301048278808594, 0.2178386002779007, 0.0, -0.2060295194387436, 0.19987976551055908, -0.0878526046872139, 0.0, -0.26065000891685486, 0.020226432010531425, 0.0, -0.21468281745910645, 0.030571812763810158, -0.12388855218887329, 8.066153966979073e-09, -1.289512940871873e-08]","[0.8565681576728821, -0.846382737159729, -0.5498569011688232, -0.08142146468162537, 0.39724788069725037, 0.08774815499782562, 0.14189095795154572, 0.9108759164810181, 0.1828734427690506]"
23,"[0.0, 0.0, -0.2005213499069214, -0.2360438108444214, -0.6671700477600098, -0.22993487119674683, -0.017705678939819336, 0.8597019910812378, 0.9126040935516357, 0.21782946586608887, 0.0, -0.20231421291828156, 0.18851034343242645, -0.06047922372817993, 0.0, -0.2605859935283661, 0.02017028257250786, 0.0, -0.20825624465942383, 0.026801439002156258, -0.1266292929649353, 8.075174307009547e-09, -1.2895194245743369e-08]","[0.9843075275421143, -0.8075845837593079, -0.5672040581703186, -0.04230125620961189, 0.4588625133037567, 0.12730641663074493, 0.20341134071350098, 0.8861555457115173, 0.03269420564174652]"
24,"[0.0, 0.0, -0.20649099349975586, -0.2265225052833557, -0.6682020425796509, -0.21838897466659546, -0.025213122367858887, 0.935110330581665, 0.9610908031463623, 0.21787524223327637, 0.0, -0.19999456405639648, 0.1779426783323288, -0.030870676040649414, 0.0, -0.2605605125427246, 0.013522944413125515, 0.0, -0.20167255401611328, 0.021230051293969154, -0.12865102291107178, 8.084194647040022e-09, -1.2895180034888654e-08]","[1.0, -0.7153173685073853, -0.5771359205245972, -0.06789300590753555, 0.38587307929992676, 0.24377362430095673, 0.248318612575531, 0.9159701466560364, 0.030819162726402283]"
25,"[0.0, 0.0, -0.21256619691848755, -0.21694153547286987, -0.668512225151062, -0.2068440318107605, -0.03272062540054321, 0.9719735383987427, 0.9825922250747681, 0.21776843070983887, 0.0, -0.20867840945720673, 0.1830965131521225, -0.007575079333037138, 0.0, -0.26065900921821594, 0.005934527143836021, 0.0, -0.19468379020690918, 0.013912083581089973, -0.1299501657485962, 8.093214987070496e-09, -1.2895210232954923e-08]","[1.0, -0.4243842363357544, -0.515369713306427, -0.3992089629173279, 0.18358534574508667, 0.3618974983692169, 0.2917662560939789, 0.9642016291618347, 0.08774836361408234]"
26,"[0.0, 0.0, -0.21878206729888916, -0.20699602365493774, -0.6684844493865967, -0.19530493021011353, -0.04022783041000366, 0.9879354238510132, 0.9921941757202148, 0.2175140678882599, 0.0, -0.21580122411251068, 0.17993150651454926, 0.0018014202360063791, 0.0, -0.2609873116016388, 0.0025628216098994017, 0.0, -0.18721842765808105, 0.005918459966778755, -0.13065558671951294, 8.10223532710097e-09, -1.2895236878307514e-08]","[1.0, -0.21489882469177246, -0.45121675729751587, -0.6297023296356201, 0.07542822510004044, 0.39975497126579285, 0.3550632894039154, 0.9813395738601685, 0.14416922628879547]"
27,"[0.0, 0.0, -0.22495490312576294, -0.1980971097946167, -0.6683622598648071, -0.18414175510406494, -0.04773503541946411, 0.9953346252441406, 0.9960644245147705, 0.20220652222633362, 0.0, -0.21254447102546692, 0.15035849809646606, 0.0053845858201384544, 0.0, -0.26069656014442444, 0.001125813345424831, 0.0, -0.17949795722961426, -0.001873685047030449, -0.13031429052352905, 8.111255667131445e-09, -1.2895171153104457e-08]","[1.0, -0.13178172707557678, -0.4308894872665405, -0.496510773897171, 0.0967399850487709, 0.44186633825302124, 0.45560222864151, 0.988325834274292, 0.21807850897312164]"
28,"[0.0, 0.0, -0.2311081886291504, -0.19072610139846802, -0.6680759191513062, -0.1734122633934021, -0.055242300033569336, 0.9987962245941162, 0.9976359605789185, 0.19507138431072235, 0.0, -0.21106505393981934, 0.11881662905216217, 0.010788525454699993, 0.0, -0.2605969309806824, 0.0005244090571068227, 0.0, -0.17149877548217773, -0.008915325626730919, -0.12866032123565674, 8.12027600716192e-09, -1.2895215562025442e-08]","[1.0, -0.13806016743183136, -0.34477517008781433, -0.2671523988246918, 0.049599483609199524, 0.4849770963191986, 0.525590181350708, 0.9626904129981995, 0.22722850739955902]"
29,"[0.0, 0.0, -0.23728352785110474, -0.18472206592559814, -0.6676839590072632, -0.1628572940826416, -0.06274926662445068, 1.0, 0.9984155893325806, 0.19658197462558746, 0.0, -0.21212957799434662, 0.09552555531263351, 0.013482769019901752, 0.0, -0.26064378023147583, 0.00031283145654015243, 0.0, -0.16320252418518066, -0.014962045475840569, -0.12582451105117798, 8.129296347192394e-09, -1.2895077894370388e-08]","[1.0, -0.1803821176290512, -0.2373964488506317, -0.08058339357376099, -0.0870794877409935, 0.5325679183006287, 0.5709279179573059, 0.9157508611679077, 0.15128467977046967]"
30,"[0.0, 0.0, -0.2434903383255005, -0.17969244718551636, -0.6674248576164246, -0.1522948145866394, -0.07025623321533203, 1.0, 0.9988911151885986, 0.2020125687122345, 0.0, -0.21391001343727112, 0.08171152323484421, 0.007945741526782513, 0.0, -0.2607474625110626, 0.00029580574482679367, 0.0, -0.15466094017028809, -0.02005459927022457, -0.12214171886444092, 8.138316687222868e-09, -1.2895118750577694e-08]","[0.97327721118927, -0.22392168641090393, -0.14082860946655273, -0.0033292360603809357, -0.23554843664169312, 0.5537793636322021, 0.6185680627822876, 0.8649153113365173, 0.005953922867774963]"
31,"[0.0, 0.0, -0.24972206354141235, -0.17529278993606567, -0.6675645112991333, -0.1416376233100891, -0.07661396265029907, 1.0, 0.9991869926452637, 0.20711933076381683, 0.0, -0.21539755165576935, 0.07376611977815628, -0.006358421873301268, 0.0, -0.21658654510974884, 0.00035578201641328633, 0.0, -0.14602065086364746, -0.02446596883237362, -0.11789226531982422, 8.147337027253343e-09, -1.2895215562025442e-08]","[0.830592155456543, -0.28916892409324646, -0.12345489114522934, -0.03518056124448776, -0.35987502336502075, 0.5990777611732483, 0.5922682285308838, 0.8902408480644226, -0.12069983780384064]"
32,"[0.0, 0.0, -0.2559635043144226, -0.1713658571243286, -0.6683193445205688, -0.13092255592346191, -0.08167225122451782, 1.0, 0.9578943252563477, 0.20936894416809082, 0.0, -0.21607735753059387, 0.06676151603460312, -0.027730831876397133, 0.0, -0.17228640615940094, 0.000267428025836125, 0.0, -0.13735032081604004, -0.028383689001202583, -0.11325377225875854, 8.156357367283817e-09, -1.2895194245743369e-08]","[0.7128192186355591, -0.3596087098121643, -0.12374297529459, -0.0790993720293045, -0.4364624321460724, 0.6158789396286011, 0.5746354460716248, 0.9253504276275635, -0.24414348602294922]"
33,"[0.0, 0.0, -0.26220273971557617, -0.16788733005523682, -0.6698178648948669, -0.12055855989456177, -0.0855141282081604, 1.0, 0.8738218545913696, 0.21000376343727112, 0.0, -0.21619251370429993, 0.05888770893216133, -0.0528167188167572, 0.0, -0.13080713152885437, 0.00017480265523772687, 0.0, -0.1286909580230713, -0.031972698867321014, -0.10823345184326172, 8.165377707314292e-09, -1.289519069302969e-08]","[0.6026009917259216, -0.4463334083557129, -0.1302301287651062, -0.12531282007694244, -0.48414555191993713, 0.5892580151557922, 0.563671886920929, 0.9850496649742126, -0.2967132329940796]"
34,"[0.0, 0.0, -0.26843661069869995, -0.16490179300308228, -0.6721169948577881, -0.11074066162109375, -0.08820801973342896, 1.0, 0.788878321647644, 0.20953860878944397, 0.0, -0.21606802940368652, 0.049426015466451645, -0.07981405407190323, 0.0, -0.0916532427072525, 0.00010362343164160848, 0.0, -0.12005281448364258, -0.035273998975753784, -0.10279792547225952, 8.174398047344766e-09, -1.2895180034888654e-08]","[0.4913792610168457, -0.5495266318321228, -0.13797056674957275, -0.16122210025787354, -0.5215552449226379, 0.5242445468902588, 0.5583711266517639, 1.0, -0.29412606358528137]"
35,"[0.0, 0.0, -0.274669349193573, -0.16246318817138672, -0.6752337217330933, -0.10120147466659546, -0.0898100733757019, 0.9998906850814819, 0.7030652761459351, 0.20799200236797333, 0.0, -0.2158995419740677, 0.038587503135204315, -0.10798580944538116, 0.0, -0.054399680346250534, 7.176861981861293e-05, 0.0, -0.11143898963928223, -0.038185641169548035, -0.09697210788726807, 8.183418387375241e-09, -1.2895178258531814e-08]","[0.3848152756690979, -0.6598604917526245, -0.1442369818687439, -0.1731639951467514, -0.5480740666389465, 0.4379548728466034, 0.5633799433708191, 1.0, -0.2935672104358673]"
36,"[0.0, 0.0, -0.2809012532234192, -0.16060423851013184, -0.6791850328445435, -0.0918915867805481, -0.09035623073577881, 0.9997591972351074, 0.6163667440414429, 0.20663928985595703, 0.0, -0.21579253673553467, 0.027288397774100304, -0.13659977912902832, 0.0, -0.018365109339356422, 6.309634045464918e-05, 0.0, -0.10286366939544678, -0.04063919186592102, -0.09075772762298584, 8.192438727405715e-09, -1.2895165824033938e-08]","[0.27114564180374146, -0.7792624235153198, -0.15569473803043365, -0.16945360600948334, -0.5683586597442627, 0.3218270242214203, 0.5690319538116455, 1.0, -0.2968248426914215]"
37,"[0.0, 0.0, -0.28713446855545044, -0.15932738780975342, -0.6839717626571655, -0.08277124166488647, -0.08987951278686523, 0.9996592998504639, 0.5287338495254517, 0.20581336319446564, 0.0, -0.21578943729400635, 0.016253894194960594, -0.16525571048259735, 0.0, 0.01653214357793331, 6.868744821986184e-05, 0.0, -0.09434080123901367, -0.04257544130086899, -0.08416378498077393, 8.20145906743619e-09, -1.2895142731395026e-08]","[0.14725348353385925, -0.9058182239532471, -0.17393416166305542, -0.16994552314281464, -0.5989930629730225, 0.1782277524471283, 0.5774524211883545, 1.0, -0.3091689944267273]"
38,"[0.0, 0.0, -0.2933690547943115, -0.15861523151397705, -0.6896138787269592, -0.07384055852890015, -0.08840709924697876, 0.9996131658554077, 0.4400578737258911, 0.20585671067237854, 0.0, -0.21580515801906586, 0.005667922552675009, -0.1945931762456894, 0.0, 0.050516363233327866, 8.038435771595687e-05, 0.0, -0.08589088916778564, -0.04394730180501938, -0.07720893621444702, 8.210479407466664e-09, -1.2895197798457048e-08]","[0.011415354907512665, -1.0, -0.2003692090511322, -0.18677979707717896, -0.6432908773422241, 0.0018836520612239838, 0.5903568863868713, 1.0, -0.3297364413738251]"
39,"[0.0, 0.0, -0.29960358142852783, -0.15847080945968628, -0.6961544752120972, -0.06513828039169312, -0.08595657348632812, 0.9996311664581299, 0.35017120838165283, 0.20661373436450958, 0.0, -0.21573789417743683, -0.005115494132041931, -0.22542054951190948, 0.0, 0.08390474319458008, 9.431945363758132e-05, 0.0, -0.07754158973693848, -0.044709980487823486, -0.06991100311279297, 8.219499747497139e-09, -1.2895267076373784e-08]","[-0.13434171676635742, -1.0, -0.2303035855293274, -0.22130709886550903, -0.6897571086883545, -0.21413873136043549, 0.5981571078300476, 1.0, -0.34807783365249634]"
40,"[0.0, 0.0, -0.3058360815048218, -0.15898144245147705, -0.7035836577415466, -0.05661416053771973, -0.08255404233932495, 0.9997053146362305, 0.2589101791381836, 0.20582215487957, 0.0, -0.21552324295043945, -0.01790495589375496, -0.25784754753112793, 0.0, 0.11639608442783356, 0.00010579040099401027, 0.0, -0.06933605670928955, -0.0447978749871254, -0.06225860118865967, 8.228520087527613e-09, -1.2895178258531814e-08]","[-0.2686169743537903, -1.0, -0.22496232390403748, -0.28413620591163635, -0.7256826758384705, -0.4584439694881439, 0.5819243788719177, 1.0, -0.351169228553772]"
41,"[0.0, 0.0, -0.31206268072128296, -0.1601886749267578, -0.7110306024551392, -0.04839593172073364, -0.0782669186592102, 1.0, 0.16622984409332275, 0.20374195277690887, 0.0, -0.21500633656978607, -0.0328482948243618, -0.26063045859336853, 0.0, 0.14666378498077393, 6.871880032122135e-05, 0.0, -0.06124281883239746, -0.04406352341175079, -0.05390077829360962, 8.237541315736507e-09, -1.2895156942249741e-08]","[-0.4720487594604492, -1.0, -0.10819060355424881, -0.39929190278053284, -0.9470934867858887, -0.6187734603881836, 0.44621026515960693, 1.0, -0.43201231956481934]"
42,"[0.0, 0.0, -0.3182750344276428, -0.16229218244552612, -0.7184673547744751, -0.04074376821517944, -0.07336807250976562, 1.0, 0.07232725620269775, 0.2032584249973297, 0.0, -0.21414101123809814, -0.05200863629579544, -0.2605076730251312, 0.0, 0.16761063039302826, -0.00010873728024307638, 0.0, -0.05331218242645264, -0.04232855886220932, -0.04476034641265869, 8.246561655766982e-09, -1.2895233325593836e-08]","[-0.7094967365264893, -1.0, 0.05770701915025711, -0.45951569080352783, -1.0, -0.7673113942146301, 0.28265777230262756, 1.0, -0.5157085061073303]"
43,"[0.0, 0.0, -0.324485719203949, -0.16549283266067505, -0.7258722186088562, -0.033070147037506104, -0.06816995143890381, 1.0, -0.020741760730743408, 0.20353074371814728, 0.0, -0.21349628269672394, -0.07421179860830307, -0.26038992404937744, 0.0, 0.1779024451971054, -0.00012160816550021991, 0.0, -0.0456160306930542, -0.03921025991439819, -0.03491342067718506, 8.255581995797456e-09, -1.2895245760091711e-08]","[-0.9463979601860046, -1.0, 0.24141231179237366, -0.45259132981300354, -1.0, -0.8912768959999084, 0.10824459046125412, 1.0, -0.5872178673744202]"
44,"[0.0, 0.0, -0.32927513122558594, -0.16811037063598633, -0.733961820602417, -0.019593477249145508, -0.06250995397567749, 1.0, -0.07491642236709595, 0.19588328897953033, 0.0, -0.09219713509082794, -0.03396710380911827, -0.2555008828639984, 0.0, 0.26024773716926575, -0.021419784054160118, 0.0, -0.03970050811767578, -0.033733122050762177, -0.028524279594421387, 0.0, 0.00011900142271770164]","[-1.0, -1.0, -0.24362733960151672, -1.0, -0.6189493536949158, -1.0, -0.3916608691215515, 1.0, -0.9104321002960205]"
45,"[0.0, 0.0, -0.32938265800476074, -0.16987532377243042, -0.7413089275360107, -0.017153143882751465, -0.05589479207992554, 1.0, -0.14663004875183105, 0.11129415035247803, 0.0, 0.14994759857654572, -0.03288283944129944, -0.25899216532707214, 0.0, 0.2611243426799774, 0.020298564806580544, 0.0, -0.038303256034851074, -0.03282061219215393, -0.02705097198486328, 0.0, 0.007183821871876717]","[-1.0, -1.0, -1.0, -1.0, 0.34286007285118103, -0.6312118172645569, 0.3841218948364258, 0.38084742426872253, -1.0]"
46,"[0.0, 0.0, -0.32616865634918213, -0.17494052648544312, -0.748382568359375, -0.022765040397644043, -0.05102241039276123, 0.9848296642303467, -0.24398958683013916, 0.09176507592201233, 0.0, 0.09949600696563721, -0.07808864861726761, -0.05568912252783775, 0.0, -0.2590326964855194, 0.02149331383407116, 0.0, -0.04057502746582031, -0.03399646282196045, -0.02799201011657715, 0.0, 0.02142160013318062]","[-1.0, -1.0, 0.10557384043931961, -1.0, -0.9411818385124207, -1.0, 0.6131096482276917, -0.6567001938819885, -1.0]"
